geography code,total,1,2,3,4,5,6+
E02003262,3872,34,93,503,757,1299,1186
E02003263,4325,24,123,341,760,1504,1573
E02003264,3226,3,15,80,336,645,2147
E02003265,3458,48,98,258,705,1015,1334
E02003266,3618,17,113,449,787,1164,1088
E02003267,3584,15,101,280,380,950,1858
E02003268,3487,12,78,289,662,1067,1379
E02003269,4040,28,81,398,750,1124,1659
E02003270,3137,65,117,231,474,1153,1097
E02003271,3954,9,70,336,905,1121,1513
E02003272,2643,37,52,223,387,529,1415
E02003273,3789,16,40,222,452,1617,1442
E02003274,3128,127,261,474,547,607,1112
E02003275,5297,267,690,1420,1249,790,881
E02003276,2511,100,163,236,339,780,893
E02003277,3720,36,97,516,561,1138,1372
E02003278,4836,245,543,970,829,954,1295
E02003237,2600,3,35,154,305,517,1586
E02003238,2466,12,91,261,394,629,1079
E02003239,3275,8,16,97,423,945,1786
E02003240,2480,4,17,82,393,572,1412
E02003241,2567,3,21,123,457,593,1370
E02003242,3584,9,87,292,612,998,1586
E02003243,4071,50,125,738,858,1369,931
E02003244,3685,21,88,498,827,1068,1183
E02003245,2967,36,34,470,424,1264,739
E02003246,3094,17,123,404,475,869,1206
E02003247,3272,28,65,412,374,1361,1032
E02003248,3284,25,117,277,339,573,1953
E02003249,4368,45,158,622,1051,1157,1335
E02003250,3835,76,279,645,855,643,1337
E02003251,2852,6,17,107,274,449,1999
E02003252,4163,19,72,485,808,987,1792
E02003253,3841,19,136,573,633,959,1521
E02003254,3732,5,23,221,427,879,2177
E02003255,3777,3,49,219,618,1218,1670
E02003257,3532,54,114,473,546,1296,1049
E02006877,3205,6,80,301,623,579,1616
E02006878,3373,4,94,321,657,726,1571
E02003279,3982,19,65,189,742,1305,1662
E02003280,4205,34,119,307,833,1367,1545
E02003281,4173,31,95,384,927,1199,1537
E02003282,4208,26,139,430,606,978,2029
E02003283,4279,10,87,357,650,1254,1921
E02003284,4646,17,127,481,823,1325,1873
E02003285,4386,24,125,702,900,882,1753
E02003286,3840,17,46,229,594,546,2408
E02003287,4065,11,89,351,709,924,1981
E02003288,4965,130,383,1268,1176,865,1143
E02003289,4608,16,123,734,1170,840,1725
E02003290,4369,114,250,790,1077,446,1692
E02003291,4782,44,183,777,1041,1319,1418
E02003292,5087,123,464,1220,1466,671,1143
E02003293,5199,179,406,1237,1659,696,1022
E02003294,3921,1,32,243,718,614,2313
E02003295,3963,5,43,273,557,1061,2024
E02003296,2743,5,18,44,278,1046,1352
E02003297,2895,3,37,244,418,1163,1030
E02003298,2838,3,35,171,412,1225,992
E02003299,2370,6,21,108,293,553,1389
E02003300,3162,10,62,261,489,1164,1176
E02003301,3827,14,87,462,777,1284,1203
E02003302,4082,16,76,832,1088,1288,782
E02003303,3126,15,73,267,522,1271,978
E02003304,3599,8,38,429,239,1228,1657
E02003305,2319,3,26,78,407,763,1042
E02003307,3935,7,57,383,566,1591,1331
E02003308,2447,17,38,109,415,909,959
E02003309,2999,4,40,375,363,843,1374
E02003310,4783,53,248,991,1184,1348,959
E02003311,3320,18,105,469,743,856,1129
E02003312,3466,42,234,887,1247,691,365
E02003313,4921,24,187,562,919,2031,1198
E02006859,2680,3,57,229,858,514,1019
E02006926,2841,2,38,227,763,445,1366
E02003719,3918,37,179,694,961,1004,1043
E02003720,3886,33,211,574,714,918,1436
E02003721,4038,28,258,687,741,1003,1321
E02003722,3729,204,337,465,458,553,1712
E02003723,2082,55,95,251,363,365,953
E02003724,4106,32,141,586,975,960,1412
E02003725,3372,83,372,393,585,538,1401
E02003726,3366,91,309,473,747,656,1090
E02003727,3857,107,182,457,637,1114,1360
E02003728,3788,54,247,689,626,725,1447
E02003729,3676,7,72,409,769,1001,1418
E02003730,3472,131,300,567,595,600,1279
E02003731,3424,108,170,159,395,603,1989
E02003732,3584,6,57,258,646,957,1660
E02003733,3414,0,26,126,420,795,2047
E02003734,4897,18,100,347,1024,1080,2328
E02003735,3642,7,82,367,642,758,1786
E02003736,4024,14,50,212,597,849,2302
E02003737,4782,20,73,377,994,1212,2106
E02003738,2534,1,29,120,410,550,1424
E02003739,2631,2,37,163,447,532,1450
E02003740,2393,2,20,108,339,472,1452
E02006825,2713,4,18,111,407,531,1642
E02003742,2775,5,19,118,413,720,1500
E02003743,4066,15,97,390,887,1160,1517
E02003744,5517,46,284,661,1064,1232,2230
E02003745,4050,6,37,186,601,1035,2185
E02003746,3066,1,18,150,550,939,1408
E02003747,4861,8,69,379,783,1179,2443
E02003748,3444,4,79,354,788,923,1296
E02003749,2509,3,19,79,401,621,1386
E02003750,3068,2,41,310,588,778,1349
E02003751,2727,2,13,73,425,650,1564
E02003752,4537,3,76,318,963,1213,1964
E02003753,4448,1,26,227,636,1220,2338
E02003754,2381,1,15,58,311,434,1562
E02003755,3559,15,78,322,474,789,1881
E02003756,2641,4,11,98,389,593,1546
E02003757,2553,1,31,130,328,523,1540
E02003758,3775,7,51,133,528,808,2248
E02003759,2414,1,7,54,255,457,1640
E02003760,3081,17,26,252,552,1317,917
E02003761,2386,1,18,93,265,689,1320
E02003762,3431,4,19,107,505,727,2069
E02003763,4072,10,79,285,657,1078,1963
E02003764,3929,28,189,522,751,749,1690
E02003765,2938,12,108,384,502,506,1426
E02003766,2879,24,55,353,520,509,1418
E02003767,2591,0,20,55,230,351,1935
E02003768,3974,6,57,182,550,698,2481
E02003769,2657,5,22,82,318,482,1748
E02003770,3202,8,34,191,498,660,1811
E02003771,2785,6,72,378,493,598,1238
E02003772,2856,3,48,233,406,460,1706
E02003773,4334,8,79,368,841,1406,1632
E02003774,2447,5,27,246,414,826,929
E02003775,2750,5,24,114,388,516,1703
E02003776,2658,3,31,141,498,480,1505
E02003777,2715,5,32,134,486,535,1523
E02003778,2290,16,26,165,449,586,1048
E02003779,2139,5,67,125,335,511,1096
E02003780,4211,6,80,467,670,853,2135
E02003781,2626,16,44,189,536,487,1354
E02003783,2772,14,44,156,380,474,1704
E02003784,3395,6,34,128,328,766,2133
E02003785,3602,16,124,304,699,734,1725
E02003786,2673,9,72,207,437,421,1527
E02003787,3019,5,29,125,426,629,1805
E02003788,2592,3,19,96,290,422,1762
E02003789,2992,8,45,180,477,758,1524
E02003790,3831,5,21,139,537,739,2390
E02003791,3215,3,45,167,479,592,1929
E02003792,3829,17,50,193,587,737,2245
E02003793,2871,10,14,101,413,517,1816
E02006873,2608,2,46,191,605,530,1234
E02006874,3172,7,40,176,491,529,1929
E02004424,2755,0,33,55,200,521,1946
E02004425,3169,8,71,326,516,754,1494
E02004426,3284,3,39,249,435,756,1802
E02004427,3333,11,40,247,428,738,1869
E02004428,2694,7,51,349,517,672,1098
E02004429,3111,2,63,139,451,752,1704
E02004430,3206,2,42,106,539,888,1629
E02004431,3814,11,100,429,800,961,1513
E02004432,2604,5,13,110,296,667,1513
E02004433,3691,8,102,489,807,871,1414
E02004434,3454,17,108,377,813,1098,1041
E02004435,3324,20,106,223,703,1316,956
E02004436,3142,19,106,485,426,1153,953
E02004437,3583,31,133,570,664,979,1206
E02004438,3660,20,148,598,868,1136,890
E02004439,3472,12,72,556,789,1327,716
E02004440,3354,6,61,281,830,1251,925
E02004441,3209,11,117,448,477,1007,1149
E02004442,3350,16,166,480,673,1159,856
E02004443,3415,15,98,320,785,1006,1191
E02004444,3602,6,27,258,584,602,2125
E02004445,3520,17,145,530,710,1092,1026
E02004446,2749,1,12,78,403,561,1694
E02004447,2500,2,9,43,309,414,1723
E02004448,2688,3,32,170,457,534,1492
E02004449,3831,11,127,448,833,1114,1298
E02004450,2548,7,13,79,363,550,1536
E02004451,3521,4,61,155,593,722,1986
E02004452,3522,6,31,196,431,799,2059
E02004453,2969,3,40,319,782,697,1128
E02004454,4219,30,207,741,1062,874,1305
E02004455,2884,1,8,52,314,644,1865
E02004456,3809,16,91,396,884,1230,1192
E02004457,4041,9,48,224,873,1087,1800
E02004458,3540,0,25,122,561,678,2154
E02004459,4339,17,52,273,786,873,2338
E02004460,3706,9,51,198,664,1153,1631
E02004461,2258,5,22,226,393,965,647
E02004462,4655,62,149,784,1105,1039,1516
E02004463,3264,1,18,162,605,696,1782
E02004464,3742,3,19,146,339,755,2480
E02004465,2588,8,24,195,391,523,1447
E02004466,3314,7,46,248,693,1041,1279
E02004467,3062,16,96,250,689,763,1248
E02004468,4144,9,30,158,437,494,3016
E02004469,2749,4,30,109,372,684,1550
E02004470,5127,50,426,1110,1379,859,1303
E02004471,3360,15,51,486,825,599,1384
E02004472,2560,8,64,148,340,564,1436
E02004473,3088,5,28,150,376,1110,1419
E02004474,2994,2,35,131,568,853,1405
E02004475,2607,5,29,113,342,690,1428
E02004476,3140,0,22,106,336,748,1928
E02004477,2606,0,11,79,440,744,1332
E02004478,2864,4,45,378,639,656,1142
E02004479,3270,3,42,139,614,836,1636
E02004480,2709,2,26,249,442,736,1254
E02004481,3194,2,59,513,941,818,861
E02004482,3147,14,63,239,491,1377,963
E02004483,3460,11,87,333,642,879,1508
E02004484,3361,17,41,480,739,837,1247
E02004485,2805,12,25,194,366,561,1647
E02004486,3336,14,102,138,380,750,1952
E02004487,2946,15,59,186,445,721,1520
E02004488,3446,10,82,250,631,958,1515
E02004489,3480,2,62,273,390,640,2113
E02004490,3275,15,155,520,751,864,970
E02004491,2989,5,40,135,407,790,1612
E02004492,3910,39,93,468,765,930,1615
E02004493,4209,11,109,485,977,702,1925
E02004494,4664,32,312,1233,1343,751,993
E02004495,3421,20,38,213,426,732,1992
E02004496,2874,4,47,96,274,599,1854
E02004497,3308,7,63,279,382,650,1927
E02004498,4209,14,118,562,687,972,1856
E02004499,2698,0,7,33,191,1177,1290
E02004500,3647,7,87,178,270,548,2557
E02004501,3006,28,31,265,360,734,1588
E02004502,2791,11,48,222,333,461,1716
E02004503,3257,23,79,205,388,708,1854
E02004504,3343,12,98,358,587,363,1925
E02004505,2053,3,16,106,338,469,1121
E02004506,2696,1,19,103,272,481,1820
E02004507,4172,45,188,524,1096,837,1482
E02004508,2620,2,24,93,263,575,1663
E02004509,4413,39,146,493,931,818,1986
E02004512,4961,47,246,1169,1242,978,1279
E02004513,4268,78,221,754,1057,1221,937
E02004514,2311,2,16,146,337,478,1332
E02004515,2880,2,38,111,320,538,1871
E02004516,4437,131,209,548,1164,1252,1133
E02004517,3506,10,91,329,613,782,1681
E02004518,2583,13,83,285,305,411,1486
E02004519,3076,5,30,107,299,722,1913
E02004520,3163,19,57,341,792,815,1139
E02004521,3904,35,148,476,997,962,1286
E02004522,3457,23,85,222,491,910,1726
E02004523,3634,10,48,351,647,1241,1337
E02004524,3231,3,19,90,250,623,2246
E02004525,3293,4,107,192,473,921,1596
E02004526,3300,3,32,189,522,725,1829
E02006922,5729,18,102,397,945,1661,2606
E02004527,3667,14,142,422,606,865,1618
E02004528,3242,5,26,141,369,700,2001
E02004529,2582,0,19,121,222,484,1736
E02004530,2626,18,33,240,343,727,1265
E02004531,2663,9,67,188,378,768,1253
E02004532,2764,10,77,310,548,606,1213
E02004533,2999,9,51,557,528,963,891
E02004534,3678,12,70,490,924,1063,1119
E02004535,2493,44,110,422,604,473,840
E02004536,2520,4,59,213,336,474,1434
E02004537,3805,32,181,800,995,1008,789
E02004538,3515,3,77,241,453,653,2088
E02004539,3188,6,48,331,845,956,1002
E02004540,2457,7,15,144,494,514,1283
E02004541,4894,21,126,530,1056,924,2237
E02004542,2396,3,26,97,267,490,1513
E02004543,2502,4,52,164,693,508,1081
E02004544,3012,9,106,356,531,749,1261
E02004545,3025,20,108,373,883,886,755
E02004546,3260,54,137,535,968,854,712
E02004547,3369,18,165,499,1005,911,771
E02004548,3513,7,44,219,1019,737,1487
E02004549,3244,17,110,375,875,929,938
E02004550,3331,34,154,527,981,801,834
E02004551,3180,14,87,439,925,887,828
E02004552,2748,11,68,379,523,893,874
E02004553,2949,6,52,328,758,976,829
E02004554,2989,12,103,466,475,893,1040
E02004555,2503,1,17,123,344,537,1481
E02004556,2912,3,11,78,265,407,2148
E02004557,3365,10,66,242,508,875,1664
E02004558,3059,15,131,446,737,695,1035
E02004559,3147,2,20,178,291,842,1814
E02004560,3383,2,39,190,451,790,1911
E02004561,3929,1,45,204,415,707,2557
E02004562,3519,6,42,310,670,840,1651
E02004563,2786,4,41,236,483,710,1312
E02004564,3122,0,25,135,437,811,1714
E02004565,5929,8,52,298,830,1360,3381
E02004566,2379,37,107,409,431,548,847
E02004567,3133,0,13,94,325,810,1891
E02004568,3372,2,35,185,683,906,1561
E02004569,3133,12,73,413,528,863,1244
E02004570,3591,10,85,364,556,819,1757
E02004571,3141,0,13,88,379,864,1797
E02004572,2978,3,31,197,366,909,1472
E02004573,2873,19,144,458,542,800,910
E02004574,3127,2,32,208,642,1119,1124
E02004575,4812,13,87,395,888,1092,2337
E02004576,3736,1,12,136,575,1000,2012
E02004577,2082,5,14,99,259,454,1251
E02004578,3423,11,102,309,903,809,1289
E02004579,2992,13,41,235,510,788,1405
E02004580,5535,1,28,215,1249,1660,2382
E02004581,3101,0,22,121,446,783,1729
E02004582,3188,4,20,172,990,1162,840
E02004583,3703,10,80,271,740,968,1634
E02004584,3205,14,23,82,930,1059,1097
E02004585,3312,1,47,197,689,1034,1344
E02004586,3631,14,90,438,943,727,1419
E02004587,3338,13,100,355,887,1075,908
E02004588,3019,94,274,659,790,413,789
E02004589,3141,4,40,219,780,784,1314
E02004590,3887,13,108,427,1224,1086,1029
E02004591,2705,5,27,83,335,444,1811
E02004592,5158,11,145,581,1063,1143,2215
E02004593,3190,4,22,82,377,529,2176
E02004594,2933,2,34,108,362,542,1885
E02004595,4711,15,57,255,582,934,2868
E02004596,2959,4,48,161,479,594,1673
E02004597,3075,33,98,362,579,534,1469
E02004598,3825,6,42,176,418,657,2526
E02004599,2760,2,38,125,303,440,1852
E02004843,2648,0,5,73,278,820,1472
E02004844,2767,5,44,230,458,1061,969
E02004845,3367,35,186,713,822,527,1084
E02004846,2398,5,29,111,259,341,1653
E02004847,4040,17,143,624,1046,1062,1148
E02004848,2673,6,22,171,485,764,1225
E02004849,2486,2,23,89,298,434,1640
E02004850,3064,20,114,366,615,985,964
E02004851,2315,3,73,273,487,902,577
E02004852,3144,16,81,302,698,1010,1037
E02004853,2576,16,96,262,569,843,790
E02004854,3017,13,75,315,660,1015,939
E02004855,3163,36,243,748,693,873,570
E02004856,2247,1,42,194,328,543,1139
E02004857,2350,8,38,183,407,494,1220
E02004858,2069,0,50,237,316,519,947
E02004859,2141,1,57,169,273,365,1276
E02004860,2516,17,38,348,785,571,757
E02004861,2394,7,69,221,324,387,1386
E02004862,3130,12,69,556,410,1055,1028
E02004863,3194,5,83,590,735,1045,736
E02004864,2852,1,40,271,624,511,1405
E02004865,2415,16,101,367,449,530,952
E02004866,2707,13,48,325,530,562,1229
E02004867,2401,2,48,292,327,330,1402
E02004868,2387,8,62,331,497,438,1051
E02004869,2293,7,24,179,403,476,1204
E02004870,4059,33,279,647,818,777,1505
E02004871,2064,7,15,201,330,527,984
E02004872,2801,2,46,122,353,602,1676
E02004873,4440,12,148,540,978,803,1959
E02004874,2421,7,55,225,516,733,885
E02004875,3541,11,61,307,578,982,1602
E02004876,3381,2,53,235,434,562,2095
E02004877,2135,2,35,176,318,396,1208
E02004878,2653,1,35,141,351,593,1532
E02004879,3084,7,21,148,378,532,1998
E02004880,3492,2,45,172,430,518,2325
E02004881,2587,53,155,395,410,421,1153
E02004882,3023,9,108,217,313,654,1722
E02004883,2308,1,50,180,377,468,1232
E02004884,4233,9,172,646,1008,967,1431
E02004885,3222,1,33,146,418,564,2060
E02004886,2204,2,25,188,281,420,1288
E02004887,2914,6,50,199,376,493,1790
E02004888,3587,12,92,309,567,763,1844
E02004889,4368,17,167,525,865,1141,1653
E02004890,3643,13,135,481,933,703,1378
E02004891,3270,13,89,307,732,687,1442
E02004892,2449,5,111,309,613,647,764
E02004893,2129,2,38,154,443,537,955
E02004894,3810,23,138,617,888,763,1381
E02004895,3601,9,101,396,634,685,1776
E02004896,3263,9,70,276,587,720,1601
E02004897,2588,5,26,177,347,775,1258
E02004898,3040,12,44,334,684,793,1173
E02004899,2101,25,22,174,364,405,1111
E02004900,3143,2,40,239,385,389,2088
E02004901,3485,10,122,641,913,955,844
E02004902,3173,25,100,370,832,1000,846
E02004903,2591,18,58,283,590,589,1053
E02004904,2486,12,119,434,708,654,559
E02004905,2405,14,43,157,457,390,1344
E02004906,3738,29,174,584,673,987,1291
E02004907,3774,12,80,431,695,897,1659
E02004908,3991,17,68,319,902,745,1940
E02004909,2175,18,68,283,323,582,901
E02004910,4431,10,42,271,602,1069,2437
E02004911,2935,16,75,471,682,817,874
E02004912,4375,27,137,519,893,1015,1784
E02004913,5796,6,53,318,1119,1058,3242
E02004914,3115,14,104,403,585,691,1318
E02004915,2335,5,62,353,416,890,609
E02004916,2933,6,38,173,347,564,1805
E02004917,2672,8,37,268,345,790,1224
E02004918,3615,31,213,767,596,576,1432
E02004919,3073,9,86,351,439,878,1310
E02004920,4660,16,147,621,894,1051,1931
E02004921,3216,6,58,306,523,742,1581
E02004922,3859,7,24,220,573,772,2263
E02004923,4236,10,85,277,798,783,2283
E02004924,2644,0,24,161,323,374,1762
E02004925,2907,14,58,248,392,579,1616
E02004926,3114,2,63,239,582,330,1898
E02004927,2582,4,21,125,364,514,1554
E02004928,2639,4,27,82,216,506,1804
E02004929,2534,3,46,178,378,458,1471
E02004930,2778,10,116,257,524,522,1349
E02004931,2613,6,40,286,448,563,1270
E02004932,2880,31,51,224,493,659,1422
E02004933,2505,4,30,89,256,335,1791
E02004934,2997,23,179,511,713,394,1177
E02004935,3661,52,320,820,935,518,1016
E02004936,2284,17,64,156,263,465,1319
E02004937,2707,9,28,121,410,484,1655
E02004938,2282,9,33,198,404,412,1226
E02004939,2682,20,69,292,545,634,1122
E02004940,2975,27,108,390,702,654,1094
E02004941,3763,36,102,382,819,927,1497
E02004942,2513,12,60,204,398,608,1231
E02004943,3080,10,48,171,394,577,1880
E02004944,2559,13,61,334,192,763,1196
E02004945,4756,12,77,505,969,981,2212
E02004946,2632,20,124,418,372,541,1157
E02004947,2632,11,136,205,470,682,1128
E02004948,2611,18,90,526,481,632,864
E02004949,3689,21,149,765,559,676,1519
E02004950,2710,3,50,160,490,928,1079
E02004951,3041,19,137,479,641,754,1011
E02004952,2694,27,93,298,511,676,1089
E02004953,2467,11,71,120,282,902,1081
E02004954,2673,18,108,307,435,727,1078
E02004955,2434,9,71,224,268,627,1235
E02004956,3738,15,71,531,670,740,1711
E02004957,3536,23,126,319,618,910,1540
E02004958,2861,6,33,231,263,527,1801
E02004959,2237,5,38,201,394,222,1377
E02004960,2184,4,36,125,276,292,1451
E02004961,3681,12,47,215,429,836,2142
E02004962,3517,36,93,282,738,588,1780
E02004963,2736,15,46,272,627,806,970
E02004964,2314,4,21,183,562,640,904
E02004965,2754,1,51,187,564,954,997
E02004966,2465,7,20,74,219,280,1865
E02004967,3085,21,151,765,827,753,568
E02004968,3002,24,161,335,657,846,979
E02004969,2792,3,80,273,452,797,1187
E02004970,3229,16,153,445,739,714,1162
E02004971,2774,21,105,353,383,790,1122
E02004972,2456,6,119,252,423,513,1143
E02004973,3161,47,143,481,509,955,1026
E02004974,3173,30,162,405,809,373,1394
E02004975,2938,23,82,331,383,270,1849
E02004976,3948,160,492,1043,949,654,650
E02004977,2971,41,211,436,432,783,1068
E02004978,3460,78,292,705,817,691,877
E02004979,2777,22,130,293,456,631,1245
E02004980,2387,4,13,78,228,339,1725
E02004981,2883,6,32,226,456,616,1547
E02004982,2408,2,18,112,373,641,1262
E02004983,2581,8,48,322,568,773,862
E02004984,2878,13,141,648,555,604,917
E02004985,2997,27,152,438,365,501,1514
E02004986,2935,12,43,446,702,1106,626
E02004987,2732,24,109,181,392,883,1143
E02004988,3018,12,68,450,490,1023,975
E02004989,3831,25,109,661,847,719,1470
E02004990,2613,14,84,373,489,595,1058
E02004991,2965,37,229,585,606,648,860
E02004992,2795,11,49,300,411,855,1169
E02004993,2273,13,77,320,431,565,867
E02004994,2224,0,7,35,232,367,1583
E02004995,2093,0,14,60,243,358,1418
E02005503,2896,1,13,94,397,720,1671
E02005504,3694,1,17,83,566,844,2183
E02005505,2955,10,54,231,422,667,1571
E02005506,2843,2,11,77,468,648,1637
E02005507,5130,7,117,509,1146,1448,1903
E02005508,2814,5,29,115,386,589,1690
E02005509,3258,11,64,255,683,913,1332
E02005510,2931,1,20,62,517,696,1635
E02005511,3226,3,76,168,739,990,1250
E02005512,3155,0,25,71,383,709,1967
E02005513,3893,15,84,289,849,971,1685
E02005514,2840,3,11,70,535,706,1515
E02005515,2471,5,11,72,306,530,1547
E02005516,2742,4,18,90,363,613,1654
E02005517,2255,9,48,287,372,1050,489
E02005518,4329,21,152,384,729,1229,1814
E02005519,3087,11,39,235,390,1153,1259
E02005520,3347,2,23,213,517,843,1749
E02005521,3600,3,15,149,546,769,2118
E02005522,2246,0,12,81,360,491,1302
E02005523,3038,7,16,76,374,684,1881
E02005524,2336,1,10,108,376,659,1182
E02005525,4101,0,26,212,569,849,2445
E02005526,2278,2,29,111,418,476,1242
E02005527,3336,2,4,100,344,653,2233
E02005528,3678,4,35,139,569,1081,1850
E02005529,2637,5,36,93,406,840,1257
E02005530,2233,0,12,76,287,683,1175
E02005531,2364,2,16,157,404,604,1181
E02005532,3160,2,12,100,496,1082,1468
E02005533,3521,1,11,125,469,825,2090
E02005534,3362,5,34,242,599,894,1588
E02005535,2998,16,22,143,445,624,1748
E02005536,2492,3,9,84,243,588,1565
E02005537,2609,0,13,115,424,670,1387
E02005538,3959,6,12,135,604,1150,2052
E02005539,3153,4,19,122,410,797,1801
E02005540,4138,2,23,215,879,1299,1720
E02005541,2553,17,55,296,232,619,1334
E02005542,3067,47,142,509,753,670,946
E02005543,3763,82,244,639,892,1011,895
E02005544,2927,12,66,328,574,804,1143
E02005545,2732,0,25,150,523,804,1230
E02005546,3620,8,59,463,1056,947,1087
E02005547,3826,35,75,266,464,1062,1924
E02005548,3056,4,26,283,748,1058,937
E02005549,2323,1,21,123,380,678,1120
E02005550,2962,5,26,214,682,775,1260
E02005551,2661,10,49,269,596,591,1146
E02005552,3330,4,28,113,538,755,1892
E02005553,4228,7,55,238,837,1168,1923
E02005554,3248,1,24,155,612,914,1542
E02005555,2777,1,7,20,220,484,2045
E02005556,3122,4,28,103,543,955,1489
E02005557,2413,8,46,233,674,928,524
E02005558,2846,3,22,93,434,669,1625
E02005559,2847,15,70,228,451,772,1311
E02005560,3379,12,104,370,712,1119,1062
E02005561,4518,71,377,956,1013,1114,987
E02005562,3052,7,29,124,504,709,1679
E02005563,2961,10,31,99,293,628,1900
E02005564,3801,0,14,92,534,958,2203
E02005565,2878,5,16,91,488,695,1583
E02005566,3969,4,38,131,542,921,2333
E02005567,4637,11,116,340,1075,1286,1809
E02005568,3059,4,14,94,485,705,1757
E02005569,3251,4,23,92,539,817,1776
E02005570,3487,7,50,321,649,697,1763
E02005571,2858,2,29,147,522,622,1536
E02005572,3723,10,135,496,1004,791,1287
E02005573,2734,1,49,146,582,685,1271
E02005574,3013,4,18,91,416,752,1732
E02005575,3103,4,9,68,476,751,1795
E02005576,3020,5,30,147,536,733,1569
E02005577,2570,2,14,89,366,512,1587
E02005578,2573,0,40,88,469,699,1277
E02005579,5597,14,55,456,1246,1467,2359
E02005580,3484,6,31,266,729,929,1523
E02005581,3095,3,17,75,472,785,1743
E02005582,2948,9,54,222,545,701,1417
E02005583,3841,1,44,146,556,845,2249
E02005584,4736,41,122,556,1306,1392,1319
E02005585,4673,10,115,520,1029,1504,1495
E02005586,4866,30,122,560,777,1447,1930
E02005587,4219,7,44,293,811,1485,1579
E02005588,4708,5,75,433,1030,1618,1547
E02005589,4784,17,55,475,887,1656,1694
E02005590,5708,51,363,1755,1957,828,754
E02005592,4096,58,150,323,370,890,2305
E02005593,2901,9,74,234,622,790,1172
E02005594,5381,64,303,973,1043,994,2004
E02005595,3933,2,20,161,421,923,2406
E02005596,4358,26,93,480,1005,1420,1334
E02006907,3076,105,448,934,623,353,613
E02006908,2880,17,93,476,896,583,815
E02005597,5457,10,85,345,1012,1494,2511
E02005598,3245,7,56,127,329,518,2208
E02005599,2507,0,23,145,370,579,1390
E02005600,2294,0,6,74,286,445,1483
E02005601,2763,5,71,306,592,648,1141
E02005602,4433,6,27,172,510,948,2770
E02005603,3520,6,18,87,548,827,2034
E02005604,3451,2,43,156,401,784,2065
E02005605,4173,5,18,129,524,941,2556
E02005606,2318,2,19,57,222,529,1489
E02005607,4484,2,24,105,670,996,2687
E02005608,3092,2,17,113,391,711,1858
E02005609,3156,2,32,183,670,816,1453
E02005610,3321,5,27,90,444,783,1972
E02005611,4595,6,88,359,1093,1099,1950
E02006227,2738,6,20,188,390,485,1649
E02006228,2438,7,24,112,367,642,1286
E02006229,2571,5,28,152,440,595,1351
E02006230,4392,9,46,244,658,1058,2377
E02006231,3574,3,67,150,723,820,1811
E02006232,2406,1,7,62,341,547,1448
E02006233,5174,25,195,587,1043,1680,1644
E02006234,3564,1,32,205,663,1137,1526
E02006235,3380,2,18,115,401,626,2218
E02006236,4168,1,12,69,434,888,2764
E02006237,3117,1,31,118,490,714,1763
E02006238,4278,7,47,407,1219,1232,1366
E02006239,2350,2,18,106,554,699,971
E02006240,3337,13,38,135,559,747,1845
E02006241,3755,11,105,364,736,1127,1412
E02006242,3251,4,43,136,614,846,1608
E02006243,4024,35,142,490,1237,885,1235
E02006826,4381,30,129,390,1254,1170,1408
E02006245,3218,3,50,243,264,1189,1469
E02006246,3034,1,26,74,223,832,1878
E02006247,3777,15,93,317,839,1300,1213
E02006248,3296,4,12,181,379,791,1929
E02006249,3403,23,129,348,514,510,1879
E02006250,4363,87,350,772,779,1147,1228
E02006251,4501,127,443,861,864,929,1277
E02006252,3921,12,139,531,558,1144,1537
E02006253,3017,11,68,84,242,659,1953
E02006254,3898,66,202,755,762,1046,1067
E02006255,3573,14,146,574,618,826,1395
E02006256,3920,31,168,620,862,1040,1199
E02006257,2993,11,38,436,281,1185,1042
E02006258,3570,8,50,302,664,916,1630
E02006259,3226,17,83,382,605,1165,974
E02006260,3588,4,43,218,707,1272,1344
E02006261,3234,8,38,157,441,574,2016
E02006262,3605,3,18,120,477,668,2319
E02006263,3090,1,20,152,341,604,1972
E02006264,3325,1,35,113,462,686,2028
E02006265,2980,3,31,175,451,685,1635
E02006266,3848,4,35,196,537,683,2393
E02006267,3371,2,25,103,398,634,2209
E02006268,2736,2,47,240,654,775,1018
E02006269,2811,3,42,167,309,655,1635
E02006270,4787,13,70,291,1071,1304,2038
E02006271,3381,4,51,198,625,901,1602
E02006272,3138,2,38,170,530,786,1612
E02006273,2695,9,12,79,449,645,1501
E02006274,2527,1,16,60,429,585,1436
E02006275,2956,5,29,339,599,1025,959
E02006276,2730,4,28,90,306,541,1761
E02006277,3148,13,55,207,509,715,1649
E02006278,4184,67,241,642,916,911,1407
E02006279,3965,2,28,295,722,1157,1761
E02006280,3776,16,21,98,459,811,2371
E02006281,3916,19,115,492,647,914,1729
E02006282,2722,5,18,105,376,504,1714
E02006283,2543,0,6,52,301,556,1628
E02006284,3176,11,64,255,559,988,1299
E02006285,3011,6,63,190,487,955,1310
E02006286,4453,18,87,359,614,1545,1830
E02006287,2721,4,19,71,327,528,1772
E02006288,3673,5,33,130,502,643,2360
E02006289,3670,2,42,184,581,827,2034
E02006290,3859,12,73,321,612,988,1853
E02006291,3118,7,24,190,495,652,1750
E02006292,2694,0,10,50,308,470,1856
E02006293,4089,6,55,112,685,989,2242
E02006294,3792,21,77,318,670,975,1731
E02006295,3942,6,54,148,733,1092,1909
E02006296,5135,4,65,251,840,1008,2967
E02006297,3193,0,12,89,303,475,2314
