geography code,total,1,2,3,4,5,6+
E02002360,2954,15,53,290,562,758,1276
E02002361,2462,36,42,304,450,427,1203
E02002362,3562,13,50,552,869,1255,823
E02002363,3300,21,107,357,622,721,1472
E02002364,2699,14,44,461,833,963,384
E02002366,2844,7,65,180,353,596,1643
E02002367,2603,18,75,395,647,856,612
E02002368,3537,4,95,293,607,885,1653
E02002369,2928,34,55,390,757,751,941
E02002370,2880,7,30,336,1026,973,508
E02002371,4149,60,217,584,780,896,1612
E02002373,2670,64,172,276,365,296,1497
E02002374,2979,18,114,399,721,869,858
E02002375,2296,10,34,283,717,723,529
E02002376,2455,10,49,261,531,917,687
E02002377,2282,41,133,351,419,317,1021
E02002379,2044,7,28,206,588,636,579
E02002380,2353,3,44,188,524,781,813
E02002381,2891,8,61,347,845,956,674
E02002382,2302,22,114,173,902,504,587
E02002383,2332,38,102,251,445,373,1123
E02002384,4306,213,549,1089,1177,739,539
E02002385,3419,39,232,491,896,779,982
E02002386,3853,16,60,184,910,1081,1602
E02002387,2435,12,43,363,655,793,569
E02002388,3196,20,66,400,683,1038,989
E02002389,2906,21,65,375,883,1013,549
E02002390,2665,5,56,294,448,901,961
E02002391,3505,7,116,328,915,964,1175
E02002392,2352,150,319,628,456,417,382
E02002393,3870,157,395,975,1306,745,292
E02002394,3198,40,114,494,1219,838,493
E02002395,2440,1,19,112,334,632,1342
E02002396,3822,41,167,483,780,995,1356
E02002397,3277,3,38,360,782,1148,946
E02002398,3256,9,39,166,558,876,1608
E02002399,2631,1,29,80,797,1106,618
E02002400,3641,75,200,684,1328,815,539
E02002401,2541,18,61,273,750,818,621
E02002402,2396,11,17,78,284,622,1384
E02002403,2633,1,31,199,541,714,1147
E02002404,4432,162,703,1125,1118,907,417
E02002405,3228,9,45,330,519,928,1397
E02002406,2850,1,5,71,416,871,1486
E02002407,2835,20,72,367,957,923,496
E02002408,3268,2,74,406,881,818,1087
E02002409,2633,7,20,240,647,873,846
E02002410,3051,16,65,364,693,953,960
E02002411,3502,266,415,843,902,556,520
E02002412,3051,5,55,275,668,965,1083
E02002414,2682,86,189,644,794,606,363
E02002415,2599,201,315,318,583,387,795
E02002416,2794,1,36,192,574,836,1155
E02002417,2727,2,21,186,583,875,1060
E02002418,3038,7,61,115,680,952,1223
E02002419,3503,22,94,499,972,1113,803
E02002420,3299,22,56,107,736,1155,1223
E02002421,2609,16,63,501,807,759,463
E02002422,2662,1,34,202,552,795,1078
E02002423,2482,13,45,296,739,854,535
E02002424,3271,3,51,295,762,952,1208
E02002425,3685,10,101,213,723,987,1651
E02002426,3240,3,38,184,477,948,1590
E02002427,3021,3,29,218,696,1019,1056
E02002428,3110,12,64,344,847,1047,796
E02002429,3523,4,19,161,760,1105,1474
E02002430,3017,9,43,288,942,1283,452
E02002431,3591,12,182,446,1145,934,872
E02002432,2919,4,13,170,561,943,1228
E02002433,3182,33,269,650,925,683,622
E02002434,3542,3,32,167,828,1163,1349
E02002435,3269,11,101,224,702,965,1266
E02002436,2831,7,45,228,722,708,1121
E02002437,2445,1,17,35,351,573,1468
E02006852,4551,26,171,515,896,571,2372
E02006861,3887,161,352,687,795,440,1452
E02006875,3569,257,987,1621,510,110,84
E02006876,3492,43,609,1061,845,605,329
E02002438,3273,5,32,220,1065,1199,752
E02002439,3639,17,55,211,1357,1077,922
E02002440,3225,3,16,130,530,1177,1369
E02002441,3825,16,66,418,984,1270,1071
E02002442,2819,5,12,92,612,950,1148
E02002443,2353,2,11,90,490,569,1191
E02002444,2657,11,32,284,584,732,1014
E02002445,3057,8,28,271,597,1012,1141
E02002446,2585,0,22,104,571,754,1134
E02002447,2721,20,59,208,617,938,879
E02002448,3352,5,38,239,839,1305,926
E02002449,3230,1,11,40,481,1218,1479
E02002450,2859,5,41,160,628,835,1190
E02002451,3049,0,27,139,522,815,1546
E02002452,3723,14,89,456,1122,1071,971
E02002453,4171,17,76,385,1093,1273,1327
E02002454,3399,103,212,701,941,545,897
E02002455,2552,2,30,217,435,994,874
E02002456,2738,12,79,261,678,691,1017
E02002457,3252,13,56,387,968,1041,787
E02002458,3757,10,51,284,924,1040,1448
E02002459,3934,13,57,324,851,1243,1446
E02002460,3149,10,40,111,354,934,1700
E02002461,4173,2,18,205,985,1266,1697
E02002462,3337,12,71,373,819,868,1194
E02002463,3651,0,29,346,611,1823,842
E02002464,3506,3,63,300,961,1255,924
E02002465,2850,34,44,404,577,650,1141
E02002466,4012,6,81,379,1017,1075,1454
E02002467,3611,40,195,482,1090,915,889
E02002468,2660,6,46,140,658,681,1129
E02002469,2423,3,11,57,406,794,1152
E02002470,2622,5,6,101,230,304,1976
E02002471,4499,4,53,179,732,1013,2518
E02002472,2439,0,17,104,516,656,1146
E02002473,2722,1,5,56,636,863,1161
E02002474,2700,5,39,211,802,872,771
E02002475,2573,1,12,73,363,597,1527
E02002476,2375,4,20,120,467,944,820
E02002477,2699,6,26,148,619,960,940
E02002478,2459,0,15,120,346,897,1081
E02002479,3693,7,47,185,978,1127,1349
E02002480,2673,1,41,217,667,1062,685
E02002481,2672,2,20,207,541,888,1014
E02002482,2746,3,22,130,573,951,1067
E02002796,2585,1,9,84,314,539,1638
E02002797,3371,2,14,142,394,838,1981
E02002798,4187,7,38,141,869,683,2449
E02002799,2451,3,19,127,537,798,967
E02002800,3136,27,72,430,359,558,1690
E02002801,3160,2,17,197,485,1018,1441
E02002802,3256,5,28,355,780,1293,795
E02002803,3492,53,139,956,860,780,704
E02002804,3243,4,25,201,599,1198,1216
E02002805,2575,0,9,102,326,792,1346
E02002806,2839,8,76,383,584,1099,689
E02002807,3737,2,28,169,698,1224,1616
E02002808,5590,122,411,1239,1133,1569,1116
E02002809,2830,5,53,167,450,916,1239
E02002810,3457,0,26,102,352,998,1979
E02002811,3684,80,286,624,429,866,1399
E02002812,2722,16,48,225,494,479,1460
E02002813,3819,71,235,768,699,824,1222
E02002814,3273,2,37,205,521,708,1800
E02002815,2520,12,49,160,186,769,1344
E02002816,3377,1,39,155,406,475,2301
E02002817,2377,1,6,78,253,563,1476
E02002818,2852,11,80,284,405,1167,905
E02002819,3452,12,61,383,894,1056,1046
E02002820,4043,14,61,315,579,1527,1547
E02002821,4340,13,73,444,676,2021,1113
E02002822,2748,0,26,207,528,867,1120
E02002823,3236,8,53,245,599,1187,1144
E02002824,3716,13,72,380,721,1240,1290
E02002825,3557,6,48,349,629,779,1746
E02002826,2646,8,43,166,416,488,1525
E02002827,2550,21,66,300,700,636,827
E02002828,2804,10,56,227,581,897,1033
E02002829,4340,34,153,579,993,1379,1202
E02002830,3909,56,152,591,826,1201,1083
E02002831,2340,17,54,202,345,890,832
E02002832,2803,42,141,354,383,819,1064
E02002833,2609,10,78,190,320,932,1079
E02002834,3975,13,124,423,602,1304,1509
E02002835,4369,15,158,445,715,898,2138
E02002836,3131,49,127,346,476,1050,1083
E02002837,2624,40,101,380,418,1177,508
E02002838,3093,16,59,498,517,977,1026
E02002839,2911,7,44,332,370,876,1282
E02002842,3418,48,182,355,544,1447,842
E02002843,3843,47,258,466,520,1118,1434
E02002844,3775,105,263,751,1091,743,822
E02002845,3933,67,177,713,690,1143,1143
E02002846,3028,3,58,154,296,794,1723
E02002847,2854,19,61,159,145,832,1638
E02002848,3344,70,252,375,342,910,1395
E02002849,5256,225,495,862,898,1150,1626
E02002851,2861,7,27,140,300,621,1766
E02002852,2584,8,80,404,340,1215,537
E02002853,4029,84,210,368,364,695,2308
E02002854,3222,22,73,486,386,1187,1068
E02002855,2786,25,74,282,334,927,1144
E02002856,5066,93,340,747,729,1100,2057
E02002857,2925,39,147,317,521,1163,738
E02002858,2928,20,57,177,298,368,2008
E02002860,3350,2,52,270,504,1073,1449
E02002861,2775,11,52,227,411,1241,833
E02002862,3547,14,61,533,898,1211,830
E02006815,3739,8,38,511,728,1439,1015
E02006817,2974,9,85,189,329,966,1396
E02006819,3254,17,40,449,598,984,1166
E02006850,3215,222,457,915,381,545,695
E02006851,2961,172,914,1202,366,136,171
E02002868,2458,0,16,91,378,1042,931
E02002869,3297,21,57,354,1054,1137,674
E02002871,3469,5,43,289,665,1267,1200
E02002872,3816,15,125,547,888,1399,842
E02002873,3903,10,129,386,848,1778,752
E02002874,3052,5,68,193,393,1010,1383
E02002875,3627,13,73,345,807,1526,863
E02002876,3471,10,104,307,771,1198,1081
E02002877,3650,18,145,399,608,928,1552
E02002878,3258,1,36,113,588,1839,681
E02002879,3936,26,139,375,729,1180,1487
E02002880,3296,5,33,187,708,1799,564
E02002881,2669,8,38,405,567,945,706
E02002882,3784,119,328,586,840,473,1438
E02002883,3537,11,96,536,991,1136,767
E02002884,2323,55,121,321,384,590,852
E02002885,3107,59,237,424,674,882,831
E02002886,3438,6,64,317,665,1039,1347
E02002887,2832,3,34,265,833,716,981
E02002888,3064,34,96,498,687,1167,582
E02002889,3140,119,232,1044,638,366,741
E02002890,4727,243,661,1168,1173,873,609
E02002891,3376,8,32,179,698,1261,1198
E02002892,2565,5,21,233,292,826,1188
E02002893,4388,153,267,762,1178,934,1094
E02002894,2689,9,26,138,173,564,1779
E02002895,3279,53,246,792,687,393,1108
E02002896,4372,33,150,584,1052,1308,1245
E02002897,3406,3,25,180,500,845,1853
E02002898,3738,80,197,442,830,627,1562
E02002899,2172,33,45,156,709,639,590
E02002901,2540,4,24,176,339,774,1223
E02002902,3488,8,47,492,219,1402,1320
E02002903,2859,6,67,471,495,1059,761
E02002904,2633,1,21,222,113,1625,651
E02006834,3661,21,158,809,523,1465,685
E02006904,3787,131,869,1163,729,445,450
E02006905,3324,45,273,669,778,907,652
E02002863,2676,3,32,108,323,563,1647
E02002864,2519,4,31,135,249,627,1473
E02002865,3390,0,36,199,551,722,1882
E02002866,3088,5,21,136,285,605,2036
E02002867,3329,5,49,191,481,548,2055
E02004029,2845,4,44,210,589,883,1115
E02004030,2550,2,12,157,402,522,1455
E02004031,3218,2,47,300,887,1007,975
E02004032,3643,1,32,116,737,1110,1647
E02004033,3828,2,29,186,743,1174,1694
E02004034,3197,2,12,202,448,929,1604
E02004035,2727,4,11,83,327,653,1649
E02004036,4267,3,44,288,766,1516,1650
E02004037,3154,0,19,95,490,777,1773
E02004038,3643,18,62,385,860,968,1350
E02004039,3413,0,45,155,692,880,1641
E02004040,3658,2,11,100,507,1141,1897
E02004041,2938,2,26,131,466,938,1375
E02004043,3009,0,15,176,433,852,1533
E02004044,3151,2,20,186,359,404,2180
E02006827,3355,3,34,281,682,1289,1066
E02004045,3899,0,30,144,691,1180,1854
E02004046,2738,1,10,101,643,902,1081
E02004047,2507,2,14,143,501,827,1020
E02004048,2919,2,27,107,540,1151,1092
E02004049,3478,4,25,178,648,1010,1613
E02004050,2969,2,26,143,677,1169,952
E02004051,3831,3,47,150,709,1335,1587
E02004052,3382,2,15,104,701,1162,1398
E02004053,3347,6,57,178,700,1136,1270
E02004054,3731,6,49,100,818,1094,1664
E02004055,3286,2,74,315,847,1024,1024
E02004056,3228,5,23,223,611,1290,1076
E02004057,3398,11,58,223,859,1189,1058
E02004058,3638,4,83,565,1119,950,917
E02004059,3232,7,37,219,703,914,1352
E02004060,3190,1,19,127,543,1100,1400
E02004061,3430,14,84,452,605,997,1278
E02004062,3680,2,34,571,818,845,1410
E02004063,3655,18,67,245,651,865,1809
E02004064,4271,41,214,481,1161,1131,1243
E02004065,3672,4,24,90,363,769,2422
E02004066,5124,4,96,296,922,1688,2118
E02004067,2992,15,64,487,859,757,810
E02004068,3302,2,36,215,611,688,1750
E02004069,3099,5,36,167,534,568,1789
E02004070,2763,13,35,161,446,628,1480
E02004071,2229,2,21,124,367,546,1169
E02004072,3722,5,38,161,556,889,2073
E02004073,4129,14,93,483,642,985,1912
E02004074,2582,1,45,191,433,658,1254
E02004075,3156,1,39,173,420,613,1910
E02004076,2796,7,60,247,468,720,1294
E02004077,2966,2,9,75,279,502,2099
E02004078,3159,5,42,358,655,1320,779
E02004080,4284,12,106,280,831,1502,1553
E02004081,2470,0,6,139,286,628,1411
E02004082,2550,1,5,40,311,638,1555
E02004083,3310,3,30,128,540,1375,1234
E02004084,2667,2,17,279,579,1059,731
E02004085,3726,15,52,244,499,1126,1790
E02004086,3175,2,17,170,357,934,1695
E02004087,3414,3,31,243,529,1224,1384
E02004088,3124,0,32,90,449,648,1905
E02004089,3259,23,105,512,601,1032,986
E02004090,2733,2,19,196,438,782,1296
E02004091,3905,9,21,164,610,1267,1834
E02004092,4194,7,35,399,606,1511,1636
E02006828,2722,0,30,80,442,803,1367
E02004093,2751,0,36,154,735,852,974
E02004094,2994,3,22,336,582,943,1108
E02004095,4463,20,109,425,1305,1070,1534
E02004096,3795,1,15,107,379,699,2594
E02004097,3328,7,52,195,697,745,1632
E02004098,3227,2,44,300,759,915,1207
E02004100,3216,7,25,186,533,588,1877
E02004102,3909,51,208,608,829,683,1530
E02004103,2938,8,76,186,555,968,1145
E02004104,2912,2,14,137,394,659,1706
E02006872,5413,9,86,363,865,1381,2709
E02004105,3845,0,13,181,773,1247,1631
E02004106,3111,9,22,145,558,925,1452
E02004108,3387,3,35,354,647,951,1397
E02004109,2880,3,3,83,262,689,1840
E02004110,3136,0,1,65,428,947,1695
E02004111,2414,6,25,109,451,781,1042
E02004112,2894,0,12,126,388,657,1711
E02004113,4027,4,43,271,973,1650,1086
E02004114,3163,4,22,116,489,728,1804
E02004115,3978,1,22,198,889,1328,1540
E02004116,3604,6,87,230,1065,1032,1184
E02004117,3170,1,18,105,590,1065,1391
E02006804,3461,2,46,308,794,1239,1072
E02004118,2700,4,40,98,375,540,1643
E02004119,4330,22,105,203,604,930,2466
E02004120,2903,15,19,109,510,765,1485
E02004121,2800,8,17,130,362,442,1841
E02004122,2472,5,18,98,269,473,1609
E02004123,2816,4,23,188,543,610,1448
E02004124,3141,0,12,77,453,1122,1477
E02004125,3775,4,22,198,700,1259,1592
E02004126,3009,3,39,238,617,885,1227
E02004128,4296,1,30,144,632,1240,2249
E02006919,3595,5,102,236,727,995,1530
E02006920,3155,3,25,201,608,821,1497
E02005334,2161,0,17,39,186,661,1258
E02005335,2824,2,23,147,273,503,1876
E02005336,2903,0,16,137,464,970,1316
E02005337,3961,6,95,173,414,1400,1873
E02005338,4167,13,57,261,670,1097,2069
E02005339,3502,5,26,162,543,810,1956
E02005340,3553,1,36,199,517,977,1823
E02005341,2753,5,20,167,368,720,1473
E02005342,2802,1,7,98,320,819,1557
E02005343,2797,4,9,130,380,699,1575
E02005344,3146,14,49,160,364,738,1821
E02006820,4117,3,25,150,571,1080,2288
E02005345,2600,12,22,171,499,802,1094
E02005346,4925,69,234,1095,922,1242,1363
E02005347,3449,38,107,443,428,880,1553
E02005348,2540,19,58,332,401,571,1159
E02005349,2980,4,23,170,476,904,1403
E02005350,2813,12,82,236,649,605,1229
E02005351,2328,7,49,178,137,757,1200
E02005352,2421,1,11,45,195,389,1780
E02005353,3824,40,75,340,443,1370,1556
E02005354,3542,0,4,54,327,655,2502
E02005355,2766,4,45,197,367,710,1443
E02005356,2873,6,34,243,353,534,1703
E02005357,3036,4,34,148,638,994,1218
E02005358,4281,10,55,190,617,1177,2232
E02005359,2390,2,17,68,246,668,1389
E02005360,2546,0,8,84,207,414,1833
E02005361,2778,1,52,320,622,598,1185
E02005362,2627,6,34,154,462,831,1140
E02005363,2944,5,29,80,274,864,1692
E02005364,2098,0,21,99,214,618,1146
E02005365,3944,12,102,285,863,1274,1408
E02005366,2811,13,63,188,368,873,1306
E02005368,2581,1,19,92,249,382,1838
E02005369,4128,7,56,253,499,720,2593
E02005370,3422,2,19,90,479,722,2110
E02005371,3970,4,40,161,483,835,2447
E02005372,3749,6,21,100,314,596,2712
E02005373,3773,3,27,119,449,805,2370
E02005374,3008,23,86,364,792,789,954
E02005375,3518,6,88,234,601,812,1777
E02005376,3940,8,60,292,598,862,2120
E02006816,2809,3,42,113,377,489,1785
E02005377,3568,3,23,124,739,893,1786
E02005378,2183,2,20,62,326,613,1160
E02005379,2532,5,33,80,476,704,1234
E02005380,3562,9,38,110,502,756,2147
E02005381,3378,1,19,71,452,915,1920
E02005382,4390,5,63,372,701,1430,1819
E02005383,3908,11,53,233,731,1283,1597
E02005384,2646,3,13,65,296,648,1621
E02005385,2525,1,14,53,298,510,1649
E02005386,3870,7,100,341,773,1082,1567
E02005387,3858,8,46,154,832,1101,1717
E02005388,2564,10,80,268,369,743,1094
E02005389,2619,2,37,281,361,636,1302
E02005390,3774,5,32,137,535,931,2134
E02005391,4087,1,35,148,485,737,2681
E02005392,3815,7,57,123,380,945,2303
E02005393,3001,2,20,109,407,700,1763
E02005394,3961,18,133,295,792,1111,1612
E02005395,3837,19,76,295,458,1144,1845
E02005396,2789,3,19,71,304,399,1993
E02005397,3576,18,57,223,464,895,1919
E02005398,2598,0,30,117,333,628,1490
E02005399,2752,4,43,227,442,731,1305
E02005400,2438,0,20,105,375,708,1230
E02005401,2345,3,6,78,179,480,1599
E02005402,2498,2,20,140,250,614,1472
E02005403,2966,8,28,166,440,885,1439
E02005404,3145,2,21,108,459,853,1702
E02005405,2828,0,36,220,344,852,1376
E02005406,3125,0,41,236,556,956,1336
E02005407,3481,4,23,104,325,888,2137
E02005408,3074,3,38,127,501,790,1615
E02005409,4302,2,32,178,625,1276,2189
E02005412,3310,3,41,230,470,898,1668
E02005414,3245,18,100,291,599,1028,1209
E02005415,3256,4,45,204,897,1148,958
E02005416,3613,1,28,93,626,1074,1791
E02006818,3277,4,20,53,291,1138,1771
E02006911,4638,2,12,101,506,852,3165
E02005417,2935,1,15,68,396,730,1725
E02005418,4119,32,169,596,972,1265,1085
E02005419,3591,40,266,586,662,738,1299
E02005420,3623,8,55,361,837,1138,1224
E02005422,2569,4,19,64,357,633,1492
E02005423,4106,21,69,223,728,1030,2035
E02006864,3361,5,24,54,456,781,2041
E02006865,2987,0,13,86,328,833,1727
E02005424,4281,3,25,83,560,1037,2573
E02005425,2688,3,23,78,319,578,1687
E02005426,4151,7,37,267,894,1106,1840
E02005427,3379,6,73,329,890,715,1366
E02005428,3686,6,43,250,1029,915,1443
E02005429,3244,0,55,235,806,956,1192
E02005430,3059,5,23,88,423,626,1894
E02005431,3643,4,17,138,636,827,2021
E02005432,3303,0,9,58,317,664,2255
E02005433,3259,3,52,260,999,892,1053
E02005434,3291,10,66,220,740,810,1445
E02005435,3292,5,61,301,981,754,1190
E02005436,3454,4,38,129,740,912,1631
E02005437,2695,49,223,539,601,375,908
E02005438,3016,13,64,244,892,749,1054
E02005439,4599,2,37,184,791,1172,2413
E02005440,2272,5,32,90,410,534,1201
E02005441,3578,2,19,54,424,758,2321
E02005442,2710,13,44,559,859,715,520
E02005443,3177,6,68,447,884,713,1059
E02005444,5257,11,94,553,771,1145,2683
E02005445,4806,47,174,717,906,1208,1754
E02005446,2840,44,194,543,538,487,1034
E02005447,3202,26,186,568,498,766,1158
E02005448,3126,7,47,370,1018,911,773
E02005449,2891,11,63,214,425,704,1474
E02005450,3708,1,31,124,730,980,1842
E02005451,3421,9,73,665,883,839,952
E02005452,4687,7,33,250,634,1366,2397
E02005453,4569,2,12,71,512,1173,2799
E02005455,5113,0,37,170,660,1211,3035
E02005456,4023,4,36,151,821,1174,1837
E02005457,3565,1,9,95,595,990,1875
E02005458,2764,5,15,94,309,539,1802
E02005459,3420,2,21,139,517,926,1815
E02005460,2387,1,6,29,334,626,1391
E02005461,2817,0,14,62,450,601,1690
E02005462,4123,8,102,303,906,1165,1639
E02005463,3530,2,14,91,551,646,2226
E02005464,3591,1,20,73,516,762,2219
E02006866,2792,3,34,120,543,812,1280
E02006867,3278,17,19,87,516,895,1744
E02005465,3523,1,16,102,494,799,2111
E02005466,2699,1,15,31,291,682,1679
E02005467,3209,11,38,174,711,821,1454
E02005468,3084,0,14,68,355,691,1956
E02005469,3079,4,18,106,430,617,1904
E02005470,4483,25,127,413,909,862,2147
E02005471,3857,27,79,375,749,923,1704
E02005472,4314,9,43,240,786,1172,2064
E02005473,3767,4,29,202,628,1009,1895
E02005474,2726,0,7,47,340,591,1741
E02005475,2523,1,21,71,279,495,1656
E02005476,3017,4,10,48,356,521,2078
E02005477,3798,1,18,109,547,677,2446
E02005478,4339,10,63,229,681,979,2377
E02005479,3558,19,70,241,573,671,1984
E02005480,2861,4,20,81,538,1160,1058
E02005481,4985,29,178,502,1031,1097,2148
E02005482,4092,3,14,81,552,891,2551
E02005483,3224,3,20,99,369,591,2142
E02005484,3030,1,31,57,519,675,1747
E02005485,2531,3,8,68,313,557,1582
E02005486,3580,8,53,211,734,707,1867
E02005487,3664,1,16,59,316,603,2669
E02005488,2686,4,16,136,445,544,1541
E02005489,2985,2,16,134,434,658,1741
E02005490,4046,13,34,311,656,1189,1843
E02005491,4948,26,119,448,842,1083,2430
E02005492,4067,1,26,110,609,869,2452
E02005493,3881,1,26,106,416,780,2552
E02005494,4130,2,36,188,721,876,2307
E02005495,4499,7,62,390,715,1348,1977
E02005496,2685,3,13,63,362,505,1739
E02005497,2981,0,19,276,684,1005,997
E02005498,3152,1,10,99,485,650,1907
E02005499,3317,0,8,79,434,716,2080
E02005500,2867,2,4,72,451,734,1604
E02005501,3112,1,16,74,272,650,2099
E02005502,3694,0,17,126,604,932,2015
E02005612,2744,8,35,244,346,777,1334
E02005613,3712,7,45,303,700,1254,1403
E02005614,2907,4,61,203,693,831,1115
E02005615,3699,17,59,207,508,1376,1532
E02005616,2221,12,47,186,467,715,794
E02005617,4051,13,94,382,495,1401,1666
E02006862,2499,6,13,131,226,818,1305
E02006863,3382,4,18,123,549,883,1805
E02005619,2348,3,10,53,235,350,1697
E02005620,3094,3,15,79,302,573,2122
E02005621,2883,1,17,95,302,564,1904
E02005622,3551,5,30,87,376,556,2497
E02005623,3316,5,22,122,463,655,2049
E02005624,3702,4,45,184,747,766,1956
E02005625,3909,5,129,374,801,974,1626
E02005626,2734,25,73,246,515,1090,785
E02005627,2955,6,50,217,451,587,1644
E02005628,3155,12,40,118,381,555,2049
E02005629,2398,2,13,68,287,432,1596
E02005630,3798,5,37,167,544,640,2405
E02005631,4064,3,41,182,521,823,2494
E02005632,2464,6,17,92,308,505,1536
E02005633,3555,1,37,177,539,1097,1704
E02005634,3568,10,61,237,652,970,1638
E02005635,3511,2,27,163,442,860,2017
E02005636,4554,4,40,173,605,1570,2162
E02005637,3869,21,122,531,898,1041,1256
E02005638,3881,0,13,78,432,1013,2345
E02005639,2246,3,11,67,262,351,1552
E02005640,4390,2,41,200,662,1092,2393
E02005641,3366,2,69,285,590,909,1511
E02005642,3277,4,17,112,412,865,1867
E02005643,3420,7,54,327,1077,1019,936
E02005644,3645,33,157,352,868,1183,1052
E02005645,5081,26,187,949,983,965,1971
E02005646,2700,4,16,49,345,908,1378
E02005647,3145,19,50,300,712,870,1194
E02005648,2897,1,26,51,320,643,1856
E02005649,5534,1,22,302,800,1410,2999
E02005650,2373,8,30,155,340,750,1090
E02005651,2744,2,9,81,566,868,1218
E02005652,2609,3,33,182,495,795,1101
E02005653,3162,28,121,277,665,1000,1071
E02005654,3228,17,48,282,701,1136,1044
E02005655,2560,7,27,183,385,709,1249
E02005656,2286,8,67,278,327,1026,580
E02005657,2784,32,55,220,580,724,1173
E02005658,2569,9,45,328,718,788,681
E02005659,2247,5,31,164,327,665,1055
E02005660,2294,27,31,304,438,662,832
E02005661,2534,21,61,266,416,772,998
E02005662,2772,24,83,168,522,694,1281
E02005663,2348,6,94,97,459,496,1196
E02005664,2493,12,77,366,564,685,789
E02005665,3003,9,44,205,474,783,1488
E02005666,3330,43,118,525,1052,858,734
E02005667,2676,5,55,317,623,761,915
E02005668,2598,2,18,82,393,826,1277
E02005669,2251,0,5,47,122,369,1708
E02005670,4056,133,379,1286,1160,670,428
E02005671,3102,19,138,333,517,795,1300
E02005672,3292,70,306,663,771,814,668
E02005673,3249,30,154,444,888,845,888
E02005674,3341,36,223,811,889,593,789
E02005675,2340,6,47,225,540,723,799
E02005676,2389,5,48,201,380,699,1056
E02005677,3601,11,139,361,862,865,1363
E02005678,3986,5,100,339,640,701,2201
E02005679,3565,16,84,113,672,621,2059
E02005680,2949,9,15,35,256,519,2115
E02005681,3286,0,20,48,391,755,2072
E02005682,2673,1,7,47,333,531,1754
E02005683,5212,5,38,155,803,1150,3061
E02005684,3311,3,35,92,430,530,2221
E02005685,3408,7,58,249,573,869,1652
E02005686,3037,1,30,87,371,629,1919
E02005687,2356,2,12,52,247,358,1685
E02005688,3453,7,21,116,449,802,2058
E02005689,2951,0,40,89,340,619,1863
E02005690,2363,21,78,290,446,596,932
E02005691,2667,4,29,90,393,570,1581
E02005692,2981,5,64,188,526,757,1441
E02005693,3276,6,26,259,325,1100,1560
E02005694,3059,3,14,111,252,696,1983
E02005695,3248,23,161,460,700,906,998
E02005696,2458,5,49,182,397,1127,698
E02005697,2964,22,181,589,614,643,915
E02005698,2368,3,12,171,300,946,936
E02005699,3164,3,30,188,621,985,1337
E02005700,3860,2,26,182,545,916,2189
E02005701,4679,2,39,230,698,1284,2426
E02005819,2668,5,23,147,373,972,1148
E02005820,2513,7,26,83,407,910,1080
E02005821,2795,6,47,299,412,979,1052
E02005822,3974,14,66,306,528,1319,1741
E02005823,3214,11,75,352,779,963,1034
E02005824,4097,3,26,131,508,1419,2010
E02005825,3241,1,21,129,403,1196,1491
E02005826,2602,15,51,256,447,933,900
E02005827,3453,0,18,101,532,1002,1800
E02005828,3116,0,16,66,597,1067,1370
E02005829,2785,2,13,84,453,865,1368
E02005830,2642,3,21,64,464,903,1187
E02005831,3686,6,58,212,764,1072,1574
E02005832,4034,17,83,450,708,1231,1545
E02005833,3041,3,10,70,466,960,1532
E02005834,3070,0,33,260,647,1162,968
E02005835,4289,7,45,314,531,1530,1862
E02005836,3809,1,27,92,416,794,2479
E02005837,2825,4,28,60,278,557,1898
E02005838,3495,4,28,221,404,1233,1605
E02005839,2793,3,40,246,513,803,1188
E02005840,3501,1,16,72,377,963,2072
E02005842,3756,7,49,237,552,971,1940
E02005843,2662,5,46,185,400,661,1365
E02005844,3411,14,69,295,647,820,1566
E02005846,2835,39,97,308,600,980,811
E02005847,2921,6,72,142,549,712,1440
E02005848,2751,2,21,73,311,784,1560
E02005849,3662,2,24,106,452,803,2275
E02006903,4957,19,126,360,930,1421,2101
E02005850,2942,2,11,66,424,1059,1380
E02005851,2614,4,58,309,480,905,858
E02005852,3426,1,19,101,618,1030,1657
E02005853,3876,7,42,263,647,924,1993
E02005856,3104,0,20,111,288,595,2090
E02005857,2666,5,21,167,470,961,1042
E02005858,3085,7,67,165,466,843,1537
E02005859,3853,2,51,251,667,1403,1479
E02005860,3809,8,172,680,702,892,1355
E02005861,2453,15,52,188,505,876,817
E02005862,3356,4,38,227,638,1160,1289
E02005863,3132,2,34,165,378,847,1706
E02005864,3350,1,38,140,431,859,1881
E02006906,5154,2,17,142,735,1411,2847
E02005865,3414,0,16,67,308,723,2300
E02005866,3873,13,95,154,575,1010,2026
E02005868,2798,1,23,153,577,835,1209
E02005869,2446,5,18,284,312,949,878
E02005870,2957,4,78,281,511,1063,1020
E02005871,3153,2,20,173,601,978,1379
E02005872,2512,5,22,80,371,476,1558
E02005873,4272,1,60,182,626,742,2661
E02005874,3708,53,105,151,379,978,2042
E02005875,2983,2,9,95,374,1290,1213
E02005876,3700,6,33,178,411,1185,1887
E02005877,3169,4,17,161,500,1181,1306
E02005878,4393,1,142,452,895,1224,1679
E02005879,3451,8,33,288,775,1179,1168
E02006835,2520,6,48,143,460,755,1108
E02005880,2527,4,26,111,253,942,1191
E02005881,2408,3,27,149,388,698,1143
E02005882,3355,1,14,100,560,1134,1546
E02005883,3347,10,45,390,568,1135,1199
E02005884,2653,3,34,146,488,831,1151
