geography code,total,1,2,3,4+
E02004470,5127,2128,1586,660,753
E02004471,3360,1082,1062,512,704
E02004472,2560,686,908,407,559
E02004473,3088,674,1174,553,687
E02004474,2994,810,1159,454,571
E02004475,2607,571,997,437,602
E02004476,3140,636,1234,509,761
E02004477,2606,672,1140,343,451
E02004478,2864,937,960,435,532
E02004479,3270,836,1227,524,683
E02004480,2709,568,916,516,709
E02004481,3194,1106,1273,364,451
E02004482,3147,733,955,641,818
E02004483,3460,972,1290,541,657
E02004484,3361,1009,1263,453,636
E02004485,2805,627,1085,440,653
E02004486,3336,824,1302,520,690
E02004487,2946,810,1054,464,618
E02004488,3446,921,1224,593,708
E02004489,3480,745,1222,564,949
E02004490,3275,1132,922,533,688
E02004491,2989,717,1101,463,708
E02004492,3910,1169,1247,633,861
E02004493,4209,1225,1454,679,851
E02004494,4664,2084,1570,533,477
E02004495,3421,931,1363,499,628
E02004496,2874,662,1013,481,718
E02004497,3308,893,1277,479,659
E02004498,4209,1306,1435,657,811
E02004499,2698,579,946,490,683
E02004500,3647,783,1430,585,849
E02004501,3006,770,1112,513,611
E02004502,2791,774,1058,401,558
E02004503,3257,788,1142,572,755
E02004504,3343,880,1053,618,792
E02004505,2053,518,819,312,404
E02004506,2696,585,1074,427,610
E02004507,4172,1249,1295,758,870
E02004508,2620,570,1032,440,578
E02004509,4413,1194,1596,758,865
E02004512,4961,2100,1680,614,567
E02004513,4268,1358,1271,734,905
E02004514,2311,655,841,352,463
E02004515,2880,661,1150,439,630
E02004516,4437,1691,1468,672,606
E02004517,3506,1031,1249,530,696
E02004518,2583,750,833,438,562
E02004519,3076,795,1167,462,652
E02004520,3163,748,924,639,852
E02004521,3904,1304,1317,619,664
E02004522,3457,1059,1269,495,634
E02004523,3634,1000,1244,649,741
E02004524,3231,619,1349,528,735
E02004525,3293,912,1326,429,626
E02004526,3300,1014,1399,379,508
E02006922,5729,1554,2147,929,1099
E02004527,3667,1063,1306,565,733
E02004528,3242,759,1225,522,736
E02004529,2582,568,963,431,620
E02004530,2626,719,926,441,540
E02004531,2663,762,948,461,492
E02004532,2764,876,1026,412,450
E02004533,2999,987,882,516,614
E02004534,3678,1111,1175,648,744
E02004535,2493,1044,803,269,377
E02004536,2520,743,860,359,558
E02004537,3805,1416,1045,614,730
E02004538,3515,866,1166,580,903
E02004539,3188,938,985,586,679
E02004540,2457,679,814,427,537
E02004541,4894,1582,1608,736,968
E02004542,2396,538,807,393,658
E02004543,2502,634,779,446,643
E02004544,3012,917,1071,446,578
E02004545,3025,945,975,476,629
E02004546,3260,1143,975,529,613
E02004547,3369,1049,1059,585,676
E02004548,3513,808,1148,700,857
E02004549,3244,1002,1064,525,653
E02004550,3331,1151,1012,558,610
E02004551,3180,1057,1043,500,580
E02004552,2748,840,907,443,558
E02004553,2949,790,972,537,650
E02004554,2989,897,942,509,641
E02004555,2503,639,1010,348,506
E02004556,2912,593,1253,451,615
E02004557,3365,920,1171,565,709
E02004558,3059,1195,1046,404,414
E02004559,3147,744,1143,537,723
E02004560,3383,852,1263,544,724
E02004561,3929,813,1538,613,965
E02004562,3519,1167,1307,479,566
E02004563,2786,701,1162,406,517
E02004564,3122,669,1154,511,788
E02004565,5929,1329,2226,917,1457
E02004566,2379,701,816,386,476
E02004567,3133,651,1241,450,791
E02004568,3372,789,1166,572,845
E02004569,3133,944,1107,480,602
E02004570,3591,990,1266,529,806
E02004571,3141,657,1219,541,724
E02004572,2978,681,1068,496,733
E02004573,2873,1207,847,428,391
E02004574,3127,939,1106,483,599
E02004575,4812,1439,1816,687,870
E02004576,3736,922,1548,600,666
E02004577,2082,479,816,359,428
E02004578,3423,1317,1351,352,403
E02004579,2992,852,1223,402,515
E02004580,5535,1854,2367,617,697
E02004581,3101,753,1325,471,552
E02004582,3188,1037,1367,379,405
E02004583,3703,1220,1364,508,611
E02004584,3205,1071,1517,309,308
E02004585,3312,993,1218,500,601
E02004586,3631,1274,1326,466,565
E02004587,3338,1077,1144,491,626
E02004588,3019,1482,795,339,403
E02004589,3141,985,1128,466,562
E02004590,3887,1644,1494,386,363
E02004591,2705,639,974,424,668
E02004592,5158,1594,1772,764,1028
E02004593,3190,638,1248,525,779
E02004594,2933,628,1100,452,753
E02004595,4711,985,1826,842,1058
E02004596,2959,615,1088,513,743
E02004597,3075,938,1000,480,657
E02004598,3825,757,1424,639,1005
E02004599,2760,578,977,417,788
E02004843,2648,451,924,534,739
E02004844,2767,663,859,499,746
E02004845,3367,1279,1061,492,535
E02004846,2398,525,843,363,667
E02004847,4040,1138,1314,750,838
E02004848,2673,537,863,497,776
E02004849,2486,447,811,459,769
E02004850,3064,872,981,513,698
E02004851,2315,633,719,416,547
E02004852,3144,896,1006,551,691
E02004853,2576,725,799,466,586
E02004854,3017,816,1034,489,678
E02004855,3163,1088,890,522,663
E02004856,2247,615,817,333,482
E02004857,2350,732,795,332,491
E02004858,2069,593,676,298,502
E02004859,2141,535,810,318,478
E02004860,2516,783,863,424,446
E02004861,2394,723,911,297,463
E02004862,3130,934,990,545,661
E02004863,3194,1013,951,554,676
E02004864,2852,942,1042,374,494
E02004865,2415,858,775,355,427
E02004866,2707,764,878,486,579
E02004867,2401,590,783,418,610
E02004868,2387,716,797,369,505
E02004869,2293,584,800,408,501
E02004870,4059,1368,1329,598,764
E02004871,2064,582,644,360,478
E02004872,2801,641,1059,468,633
E02004873,4440,1369,1605,666,800
E02004874,2421,576,834,416,595
E02004875,3541,895,1073,629,944
E02004876,3381,887,1207,527,760
E02004877,2135,575,725,345,490
E02004878,2653,638,933,419,663
E02004879,3084,691,1178,532,683
E02004880,3492,764,1190,587,951
E02004881,2587,888,910,350,439
E02004882,3023,689,1023,524,787
E02004883,2308,609,791,372,536
E02004884,4233,1343,1352,685,853
E02004885,3222,658,976,581,1007
E02004886,2204,522,818,361,503
E02004887,2914,712,1087,454,661
E02004888,3587,1043,1313,516,715
E02004889,4368,1346,1396,691,935
E02004890,3643,1152,1269,553,669
E02004891,3270,1021,1181,466,602
E02004892,2449,831,769,391,458
E02004893,2129,519,663,367,580
E02004894,3810,1324,1301,557,628
E02004895,3601,972,1265,548,816
E02004896,3263,937,1173,484,669
E02004897,2588,649,823,391,725
E02004898,3040,889,1038,478,635
E02004899,2101,506,690,369,536
E02004900,3143,722,1078,469,874
E02004901,3485,1193,920,576,796
E02004902,3173,920,919,556,778
E02004903,2591,723,760,459,649
E02004904,2486,820,689,442,535
E02004905,2405,529,777,419,680
E02004906,3738,991,1091,716,940
E02004907,3774,1171,1076,627,900
E02004908,3991,1098,1393,612,888
E02004909,2175,651,731,359,434
E02004910,4431,1060,1740,721,910
E02004911,2935,987,994,437,517
E02004912,4375,1447,1347,667,914
E02004913,5796,1287,2145,1012,1352
E02004914,3115,980,1009,520,606
E02004915,2335,760,740,353,482
E02004916,2933,736,1059,505,633
E02004917,2672,708,953,418,593
E02004918,3615,1257,1183,525,650
E02004919,3073,877,1057,518,621
E02004920,4660,1564,1576,683,837
E02004921,3216,967,1104,460,685
E02004922,3859,981,1469,597,812
E02004923,4236,1232,1498,660,846
E02004924,2644,575,823,428,818
E02004925,2907,729,903,450,825
E02004926,3114,899,1010,403,802
E02004927,2582,629,944,394,615
E02004928,2639,569,936,457,677
E02004929,2534,655,944,362,573
E02004930,2778,809,874,430,665
E02004931,2613,693,869,384,667
E02004932,2880,719,854,525,782
E02004933,2505,458,851,377,819
E02004934,2997,874,1114,370,639
E02004935,3661,1397,1344,429,491
E02004936,2284,484,736,384,680
E02004937,2707,722,1044,403,538
E02004938,2282,563,689,410,620
E02004939,2682,790,856,399,637
E02004940,2975,940,923,440,672
E02004941,3763,1064,1117,668,914
E02004942,2513,690,848,442,533
E02004943,3080,729,1164,454,733
E02004944,2559,651,738,493,677
E02004945,4756,1227,1694,833,1002
E02004946,2632,829,782,481,540
E02004947,2632,718,898,460,556
E02004948,2611,870,891,439,411
E02004949,3689,1429,1102,568,590
E02004950,2710,682,885,543,600
E02004951,3041,1111,823,489,618
E02004952,2694,796,801,477,620
E02004953,2467,678,739,446,604
E02004954,2673,796,859,471,547
E02004955,2434,668,807,415,544
E02004956,3738,1178,1221,551,788
E02004957,3536,1048,1060,574,854
E02004958,2861,685,1024,461,691
E02004959,2237,646,720,313,558
E02004960,2184,522,746,335,581
E02004961,3681,922,1173,655,931
E02004962,3517,1039,1152,568,758
E02004963,2736,691,826,503,716
E02004964,2314,626,806,408,474
E02004965,2754,811,931,459,553
E02004966,2465,460,888,389,728
E02004967,3085,1110,794,493,688
E02004968,3002,988,908,471,635
E02004969,2792,718,863,477,734
E02004970,3229,975,987,542,725
E02004971,2774,766,761,465,782
E02004972,2456,675,764,397,620
E02004973,3161,1020,979,543,619
E02004974,3173,996,1088,464,625
E02004975,2938,675,974,475,814
E02004976,3948,1747,1156,511,534
E02004977,2971,817,771,485,898
E02004978,3460,1138,958,568,796
E02004979,2777,877,820,440,640
E02004980,2387,521,943,362,561
E02004981,2883,750,990,442,701
E02004982,2408,580,876,398,554
E02004983,2581,796,878,390,517
E02004984,2878,1063,903,406,506
E02004985,2997,1030,977,409,581
E02004986,2935,874,808,549,704
E02004987,2732,755,845,478,654
E02004988,3018,883,917,503,715
E02004989,3831,1014,1138,682,997
E02004990,2613,797,825,443,548
E02004991,2965,1006,835,411,713
E02004992,2795,696,668,417,1014
E02004993,2273,799,720,308,446
E02004994,2224,490,806,375,553
E02004995,2093,479,824,305,485
E02005503,2896,696,1254,466,480
E02005504,3694,877,1653,496,668
E02005505,2955,783,1139,454,579
E02005506,2843,672,1217,405,549
E02005507,5130,1579,2050,689,812
E02005508,2814,719,1161,420,514
E02005509,3258,1013,1363,452,430
E02005510,2931,767,1343,352,469
E02005511,3226,974,1339,446,467
E02005512,3155,675,1277,499,704
E02005513,3893,1129,1496,594,674
E02005514,2840,729,1243,410,458
E02005515,2471,554,970,405,542
E02005516,2742,662,1192,380,508
E02005517,2255,579,673,408,595
E02005518,4329,1002,1663,848,816
E02005519,3087,740,1099,554,694
E02005520,3347,1032,1386,458,471
E02005521,3600,922,1438,533,707
E02005522,2246,594,928,330,394
E02005523,3038,626,1198,525,689
E02005524,2336,628,937,341,430
E02005525,4101,980,1580,675,866
E02005526,2278,569,902,370,437
E02005527,3336,692,1458,537,649
E02005528,3678,955,1518,574,631
E02005529,2637,786,1102,374,375
E02005530,2233,617,891,334,391
E02005531,2364,652,916,388,408
E02005532,3160,918,1372,445,425
E02005533,3521,876,1493,506,646
E02005534,3362,1098,1280,461,523
E02005535,2998,792,1093,528,585
E02005536,2492,634,1082,366,410
E02005537,2609,716,1058,366,469
E02005538,3959,1042,1691,611,615
E02005539,3153,753,1326,488,586
E02005540,4138,1242,1709,592,595
E02005541,2553,775,903,362,513
E02005542,3067,1141,990,473,463
E02005543,3763,1410,1144,511,698
E02005544,2927,846,932,540,609
E02005545,2732,682,1103,453,494
E02005546,3620,1202,1339,563,516
E02005547,3826,1159,1328,618,721
E02005548,3056,909,1048,514,585
E02005549,2323,575,973,360,415
E02005550,2962,835,1178,456,493
E02005551,2661,975,1187,245,254
E02005552,3330,1018,1507,409,396
E02005553,4228,1406,1913,432,477
E02005554,3248,980,1480,383,405
E02005555,2777,536,1201,485,555
E02005556,3122,732,1204,541,645
E02005557,2413,659,721,482,551
E02005558,2846,637,1235,425,549
E02005559,2847,836,943,463,605
E02005560,3379,848,1141,629,761
E02005561,4518,1732,1410,678,698
E02005562,3052,790,1299,441,522
E02005563,2961,642,1218,469,632
E02005564,3801,714,1656,665,766
E02005565,2878,681,1148,485,564
E02005566,3969,934,1691,579,765
E02005567,4637,1527,1922,588,600
E02005568,3059,724,1353,465,517
E02005569,3251,745,1351,501,654
E02005570,3487,1212,1504,352,419
E02005571,2858,1006,1191,322,339
E02005572,3723,1465,1441,404,413
E02005573,2734,1001,1234,237,262
E02005574,3013,804,1420,363,426
E02005575,3103,878,1343,419,463
E02005576,3020,903,1346,344,427
E02005577,2570,677,1096,378,419
E02005578,2573,763,1056,347,407
E02005579,5597,1742,2169,811,875
E02005580,3484,1147,1342,494,501
E02005581,3095,713,1431,489,462
E02005582,2948,903,1228,374,443
E02005583,3841,1106,1813,462,460
E02005584,4736,1645,1601,721,769
E02005585,4673,1623,1451,743,856
E02005586,4866,1854,1817,637,558
E02005587,4219,1378,1537,611,693
E02005588,4708,1281,1571,831,1025
E02005589,4784,1432,1580,738,1034
E02005590,5708,3188,1768,436,316
E02005592,4096,1363,1380,607,746
E02005593,2901,856,905,489,651
E02005594,5381,2498,1677,617,589
E02005595,3933,1207,1527,559,640
E02005596,4358,1656,1458,583,661
E02006907,3076,1728,958,244,146
E02006908,2880,1311,993,352,224
E02005597,5457,1425,2282,879,871
E02005598,3245,771,1375,503,596
E02005599,2507,727,995,365,420
E02005600,2294,570,938,318,468
E02005601,2763,1022,1041,343,357
E02005602,4433,1111,1837,672,813
E02005603,3520,852,1308,563,797
E02005604,3451,909,1381,514,647
E02005605,4173,895,1816,634,828
E02005606,2318,531,973,350,464
E02005607,4484,1002,1847,692,943
E02005608,3092,763,1312,444,573
E02005609,3156,997,1296,404,459
E02005610,3321,748,1510,418,645
E02005611,4595,1547,1752,581,715
E02006227,2738,839,1160,340,399
E02006228,2438,643,970,362,463
E02006229,2571,805,1032,347,387
E02006230,4392,1207,1636,648,901
E02006231,3574,1013,1365,541,655
E02006232,2406,564,1063,337,442
E02006233,5174,1938,1775,734,727
E02006234,3564,861,1308,591,804
E02006235,3380,863,1435,455,627
E02006236,4168,955,1782,582,849
E02006237,3117,882,1222,446,567
E02006238,4278,1245,1729,634,670
E02006239,2350,613,921,400,416
E02006240,3337,737,1203,575,822
E02006241,3755,1098,1393,599,665
E02006242,3251,859,1278,500,614
E02006243,4024,1290,1456,658,620
E02006826,4381,1396,1689,716,580
E02006245,3218,851,1084,514,769
E02006246,3034,724,1174,475,661
E02006247,3777,1104,1301,664,708
E02006248,3296,867,1100,510,819
E02006249,3403,1163,1146,461,633
E02006250,4363,1709,1275,700,679
E02006251,4501,1970,1336,613,582
E02006252,3921,1296,1223,668,734
E02006253,3017,820,1189,446,562
E02006254,3898,1423,1236,560,679
E02006255,3573,1150,1339,587,497
E02006256,3920,1511,1244,558,607
E02006257,2993,971,1086,428,508
E02006258,3570,949,1179,653,789
E02006259,3226,1021,1140,532,533
E02006260,3588,978,1190,667,753
E02006261,3234,815,1381,426,612
E02006262,3605,861,1519,499,726
E02006263,3090,728,1383,399,580
E02006264,3325,745,1333,529,718
E02006265,2980,757,1249,402,572
E02006266,3848,938,1640,520,750
E02006267,3371,768,1347,464,792
E02006268,2736,908,962,366,500
E02006269,2811,665,1131,423,592
E02006270,4787,1286,1753,774,974
E02006271,3381,940,1348,526,567
E02006272,3138,808,1318,429,583
E02006273,2695,670,1158,365,502
E02006274,2527,509,993,428,597
E02006275,2956,795,1027,508,626
E02006276,2730,609,1208,430,483
E02006277,3148,688,1110,584,766
E02006278,4184,1699,1524,511,450
E02006279,3965,1126,1572,570,697
E02006280,3776,831,1656,554,735
E02006281,3916,1376,1477,526,537
E02006282,2722,717,1201,360,444
E02006283,2543,588,1095,377,483
E02006284,3176,797,1160,517,702
E02006285,3011,615,1046,560,790
E02006286,4453,1069,1529,804,1051
E02006287,2721,788,1261,308,364
E02006288,3673,994,1501,492,686
E02006289,3670,1082,1540,444,604
E02006290,3859,1440,1501,399,519
E02006291,3118,983,1200,368,567
E02006292,2694,594,1146,393,561
E02006293,4089,994,1660,605,830
E02006294,3792,1408,1421,403,560
E02006295,3942,1038,1564,552,788
E02006296,5135,1247,1878,780,1230
E02006297,3193,662,1317,469,745
E02006298,3764,986,1478,603,697
E02006299,3770,1046,1748,420,556
E02006300,3477,1311,1124,474,568
E02006301,2661,1072,859,314,416
E02006302,2895,770,1292,396,437
E02006303,3191,956,1082,491,662
E02006304,3306,907,1432,445,522
E02006305,4079,1479,1238,618,744
E02006306,3203,998,1221,438,546
E02006307,3172,775,1453,404,540
E02006308,3496,1614,1028,431,423
E02006309,2989,965,1148,377,499
E02006310,3290,766,1267,567,690
E02006311,3828,1311,1526,475,516
E02006312,3649,845,1530,519,755
E02006313,4520,1263,1945,597,715
E02006314,3190,992,1230,382,586
E02006315,2828,982,1203,307,336
E02006316,3247,1122,1330,365,430
E02000166,3537,1306,1048,538,645
E02000167,3629,1380,1135,498,616
E02000168,3535,1274,1059,509,693
E02000169,2942,969,895,422,656
E02000170,3685,1301,1133,608,643
E02000171,3502,1310,1071,485,636
E02000172,4186,1559,1110,621,896
E02000173,3569,1447,1143,391,588
E02000174,3822,1437,1110,508,767
E02000175,4277,1724,1379,603,571
E02000176,3261,1516,994,379,372
E02000177,3865,1400,1195,555,715
E02000178,4280,1828,1319,572,561
E02000179,2870,1147,822,392,509
E02000180,3394,1269,1057,447,621
E02000181,3657,1345,1268,572,472
E02000182,2963,1054,927,473,509
E02000183,3881,1776,1079,460,566
E02000184,3655,1284,1023,552,796
E02000185,3938,1792,1015,508,623
E02000186,3099,1273,966,391,469
E02000187,3290,1221,794,487,788
E02000188,3170,1164,713,437,856
E02000189,2253,908,524,289,532
E02000190,3181,1747,744,347,343
E02000191,2868,1445,759,288,376
E02000192,3375,1506,970,409,490
E02000193,3850,2149,963,344,394
E02000001,4385,2472,1356,339,218
E02000345,2693,728,600,394,971
E02000346,2563,945,656,442,520
E02000347,2727,838,704,397,788
E02000348,2804,881,645,442,836
E02000350,3605,1129,1062,534,880
E02000351,3826,1368,1285,609,564
E02000352,2810,980,784,484,562
E02000353,3192,968,959,552,713
E02000354,4056,1583,1029,637,807
E02000355,3240,1055,855,485,845
E02000356,3144,1022,976,554,592
E02000357,2507,909,544,392,662
E02000358,4775,1625,1449,817,884
E02000359,2416,678,595,428,715
E02000360,4747,1689,1274,789,995
E02000361,3467,1328,1025,590,524
E02000362,2634,951,720,384,579
E02000363,4402,1531,1111,730,1030
E02000364,3899,1383,1219,588,709
E02000365,5740,2056,1901,837,946
E02000366,3690,1476,954,529,731
E02000367,4163,1315,1427,704,717
E02000368,4028,1469,1053,658,848
E02000369,5100,1828,1581,807,884
E02000370,3768,1461,1100,588,619
E02000371,5672,2317,1823,818,714
E02006918,3113,1103,831,481,698
E02006921,2909,1019,665,454,771
E02000372,3674,1371,914,587,802
E02000373,2433,645,607,474,707
E02000374,2590,739,710,498,643
E02000375,3230,1361,881,463,525
E02000376,3152,1236,959,446,511
E02000377,3613,1448,1053,489,623
E02000378,3271,1407,1081,392,391
E02000379,3190,1167,908,483,632
E02000380,2559,928,774,378,479
E02000381,3583,1374,1159,496,554
E02000382,2823,1101,860,394,468
E02000383,4456,1867,1362,569,658
E02000384,3256,1289,964,455,548
E02000385,3094,1310,1017,417,350
E02000386,3585,1340,1068,507,670
E02000387,2841,1215,663,419,544
E02000388,3805,1505,1202,495,603
E02000389,3452,1134,995,569,754
E02000390,2823,1001,831,456,535
E02000391,3419,1311,967,460,681
E02000392,4122,1374,1306,624,818
E02000393,2650,837,918,423,472
E02000394,3551,1354,1186,528,483
E02000395,2719,1007,872,392,448
E02000396,2699,827,792,449,631
E02000397,3376,1191,989,573,623
E02000398,2713,891,685,402,735
E02000400,3061,904,894,528,735
E02000401,2351,546,599,435,771
E02000402,2469,664,643,453,709
E02000403,2915,909,888,506,612
E02000404,2640,697,673,477,793
E02000405,2550,642,804,446,658
E02000406,2665,730,732,489,714
E02000407,2905,963,787,501,654
E02000408,2689,753,686,522,728
E02000409,2505,820,600,407,678
E02000410,2839,953,875,441,570
E02000411,2695,792,714,468,721
E02000412,2873,1048,774,479,572
E02000413,2945,881,793,506,765
E02000414,2562,721,674,436,731
E02000415,2697,854,773,430,640
E02000416,3463,1302,1150,471,540
E02000417,2852,934,905,475,538
E02000418,2235,619,691,400,525
E02000419,3323,1053,1002,543,725
E02000420,3050,1104,776,481,689
E02000421,2875,1004,761,480,630
E02000422,2926,912,686,498,830
E02000423,2516,685,715,425,691
E02000424,3088,1020,1023,494,551
E02000425,2116,514,458,318,826
E02000426,2882,930,995,409,548
E02000427,2829,919,884,445,581
E02000428,2758,925,689,431,713
E02000429,3207,1219,1050,443,495
E02000430,3462,1291,1186,460,525
E02000431,3133,1146,1148,428,411
E02000432,2879,974,1023,393,489
E02006794,2911,1014,706,470,721
E02000554,4226,1692,1206,694,634
E02000555,3986,1348,1152,720,766
E02000556,4561,1692,1477,668,724
E02000557,3929,1655,1210,529,535
E02000558,3780,1483,970,594,733
E02000559,3882,1214,1448,578,642
E02000560,3177,1177,1072,440,488
E02000561,3413,1242,1050,516,605
E02000562,3594,1368,1139,527,560
E02000563,3652,1405,1122,507,618
E02000564,5004,1851,1823,714,616
E02000565,3610,1378,1123,498,611
E02000566,3662,1280,1210,558,614
E02000567,4937,1865,1747,660,665
E02000568,4063,1743,1131,549,640
E02000569,4745,1852,1530,698,665
E02000570,4119,1496,1572,525,526
E02000571,3777,1450,1251,565,511
E02000572,3490,1284,994,546,666
E02000573,4204,1666,1491,573,474
E02000574,3840,1585,1320,531,404
E02000575,5583,2684,1753,614,532
E02000576,4322,1830,1370,590,532
E02000577,3163,1211,899,454,599
E02000578,2454,941,622,401,490
E02000579,4013,1687,1116,559,651
E02000580,4517,2227,1292,522,476
E02000581,3311,1433,767,499,612
E02000582,3946,2014,1136,388,408
E02000583,3496,1474,1088,384,550
E02000584,3922,1731,1214,412,565
E02000585,3919,1580,1221,510,608
E02000586,3729,1670,1103,410,546
E02000587,3536,1446,1085,434,571
E02000588,4458,2279,1340,389,450
E02000589,4422,2290,1239,427,466
E02000590,3890,2123,1026,337,404
E02000591,3589,1779,1102,362,346
E02000592,3583,1796,1057,325,405
E02000593,4067,1960,1289,407,411
E02000594,3710,1843,1118,339,410
E02000595,3747,1866,1032,434,415
E02000596,3605,1627,1108,416,454
E02000597,3459,1547,969,446,497
E02000619,3743,1593,1023,538,589
E02000620,4398,1688,1415,687,608
E02000621,5083,2187,1612,664,620
E02000622,3482,1168,1106,556,652
E02000623,3409,1123,1044,577,665
E02000624,3500,1235,1054,594,617
E02000625,3383,1066,967,595,755
E02000626,3443,1254,847,603,739
E02000627,4042,1267,1332,669,774
E02000628,3972,1391,1050,617,914
E02000629,3973,1287,1390,637,659
E02000630,3336,1177,1126,545,488
E02000631,3723,1180,1189,605,749
E02000632,4148,1246,1532,679,691
E02000633,3872,1507,1111,566,688
E02000634,3021,1075,974,464,508
E02000635,4066,1439,1317,604,706
E02000636,3076,790,1060,542,684
E02000637,3935,1395,1314,610,616
E02000638,4104,1422,1182,729,771
E02000639,3398,1168,938,578,714
E02000640,3785,1080,1217,713,775
E02000641,3442,1091,900,618,833
E02000642,4162,1404,1284,683,791
E02000643,3589,1229,1076,563,721
E02000644,3565,1164,1038,612,751
E02000645,3870,1272,1217,654,727
E02000646,3842,1255,1255,592,740
E02000647,3444,1108,960,638,738
E02000648,3232,1114,896,551,671
E02000649,4887,1811,1497,759,820
E02000650,3233,1090,991,571,581
E02000651,3492,1128,1052,549,763
E02000652,2527,576,648,467,836
E02006801,3840,1711,1175,535,419
E02000653,3547,1215,1062,511,759
E02000654,3336,1155,904,540,737
E02000655,3366,1184,987,461,734
E02000657,3776,1410,1096,547,723
E02000658,3538,1210,1083,506,739
E02000659,3284,1072,1076,478,658
E02000660,3659,1321,1256,533,549
E02000661,3139,1320,1026,405,388
E02000662,3317,995,1057,494,771
E02000663,2903,893,887,445,678
E02000664,4452,1767,1308,609,768
E02000665,3504,1273,1059,494,678
E02000666,2859,848,820,454,737
E02000667,2595,677,821,475,622
E02000668,2816,896,875,464,581
E02000669,3270,1146,1035,536,553
E02000670,2748,984,746,425,593
E02000671,3668,1236,1153,603,676
E02000672,3509,1352,864,513,780
E02000673,3490,1158,1158,469,705
E02000674,3020,841,833,524,822
E02000675,3419,1058,1047,597,717
E02000676,3252,1012,1031,566,643
E02000677,2692,820,713,412,747
E02000678,2432,787,614,414,617
E02000679,3455,1238,1025,525,667
E02000680,3016,1088,954,440,534
E02000681,3268,1088,823,538,819
E02000682,3095,848,846,535,866
E02000683,2763,985,778,454,546
E02000685,3357,1207,1022,515,613
E02000686,2839,1021,758,449,611
E02000687,3436,1290,981,495,670
E02006783,2893,846,851,515,681
E02006784,3168,1199,815,483,671
E02006798,3210,1240,856,507,607
E02000714,2733,699,586,522,926
E02000715,2234,534,413,325,962
E02000716,2320,615,450,364,891
E02000717,2400,495,487,375,1043
E02000718,2210,585,420,333,872
E02000719,2937,914,679,455,889
E02000720,2220,504,447,342,927
E02000721,2737,648,470,414,1205
E02000722,2943,805,778,513,847
E02000723,2737,399,436,415,1487
E02000724,2434,407,384,327,1316
E02000725,3671,1292,1053,601,725
E02000726,3666,1178,1171,549,768
E02000727,2251,410,362,321,1158
E02000728,2237,353,377,347,1160
E02000729,2207,537,455,362,853
E02000730,2443,461,412,387,1183
E02000731,2825,550,431,415,1429
E02000732,2326,594,364,366,1002
E02000733,3465,1009,828,512,1116
E02000734,2672,833,567,412,860
E02000735,2355,612,421,375,947
E02000736,2574,537,476,412,1149
E02000737,3068,750,649,480,1189
E02000738,2563,543,480,415,1125
E02000739,2286,578,492,405,811
E02000740,2556,819,561,472,704
E02000741,2767,683,590,486,1008
E02000742,2498,540,482,429,1047
E02000743,2893,950,605,462,876
E02000744,2942,882,659,517,884
E02000745,2782,710,644,498,930
E02000746,2574,809,613,444,708
E02000747,4371,1461,1309,689,912
E02000748,2230,605,586,432,607
E02000749,3022,896,714,523,889
E02000750,4370,1339,1313,806,912
E02000807,3705,1117,1350,716,522
E02000808,4167,1721,1437,560,449
E02000809,5936,2222,2455,807,452
E02000810,4137,1527,1215,764,631
E02000812,4385,1590,1363,730,702
E02000813,3746,1312,1118,664,652
E02000814,3876,1237,1405,703,531
E02000815,2516,805,851,427,433
E02000816,3959,1400,1147,729,683
E02000817,2809,1085,699,504,521
E02000818,3217,1139,889,545,644
E02000819,3415,1240,843,556,776
E02000820,3873,1465,1213,621,574
E02000821,3097,893,728,574,902
E02000822,3294,1089,865,597,743
E02000823,3155,1028,851,576,700
E02000824,3553,1070,810,682,991
E02000825,3545,949,906,713,977
E02000826,3539,1199,906,657,777
E02000827,4304,1560,1090,771,883
E02000828,3180,970,774,602,834
E02000829,4334,1583,1181,694,876
E02000830,3783,1284,1182,617,700
E02000831,3918,1284,1143,716,775
E02000832,4106,1459,1059,712,876
E02000833,2973,856,894,574,649
E02000834,4198,1498,1413,641,646
E02000835,2930,820,915,576,619
E02000836,3362,894,1123,618,727
E02000837,3300,716,985,578,1021
E02000838,3862,1152,1285,688,737
E02000839,3381,1050,1134,551,646
E02006802,2867,1093,861,441,472
E02000864,3468,1210,1070,485,703
E02000865,2763,984,751,375,653
E02000866,3829,1192,1168,550,919
E02000867,4307,1443,1642,536,686
E02000868,2618,850,858,352,558
E02000869,2485,944,745,340,456
E02000870,2560,843,735,385,597
E02000871,3107,972,826,429,880
E02000872,3088,1049,990,424,625
E02000873,2792,891,748,396,757
E02000874,2494,869,526,333,766
E02000875,3437,1079,918,448,992
E02000876,2750,1018,739,358,635
E02000877,3252,878,733,467,1174
E02000878,3900,1467,1178,415,840
E02000879,2855,1030,704,351,770
E02000880,2090,722,502,283,583
E02000881,2379,723,537,318,801
E02000882,2884,886,674,353,971
E02000883,2880,924,719,385,852
E02000884,3707,1273,1199,500,735
E02000885,2509,858,636,288,727
E02000886,3185,1142,1074,419,550
E02000887,3165,948,846,471,900
E02000888,3306,1140,1018,414,734
E02000889,2879,1112,872,384,511
E02000890,3093,1419,1101,312,261
E02000891,5742,2030,2107,740,865
E02000893,2912,1005,882,472,553
E02000894,4510,1546,1622,603,739
E02006853,3320,1363,1138,340,479
E02006854,2991,1237,1182,297,275
