geography code,total,1,2,3,4+
E02002452,3723,1431,1232,508,552
E02002453,4171,1462,1363,685,661
E02002454,3399,1499,960,362,578
E02002455,2552,708,864,458,522
E02002456,2738,885,923,405,525
E02002457,3252,1116,1018,496,622
E02002458,3757,987,1449,625,696
E02002459,3934,1180,1289,669,796
E02002460,3149,871,1298,491,489
E02002461,4173,1024,1604,756,789
E02002462,3337,1073,1213,536,515
E02002463,3651,1047,1128,674,802
E02002464,3506,1139,1182,613,572
E02002465,2850,1082,975,393,400
E02002466,4012,1201,1519,659,633
E02002467,3611,1300,1116,543,652
E02002468,2660,767,1026,439,428
E02002469,2423,545,884,482,512
E02002470,2622,595,1181,395,451
E02002471,4499,1123,1915,727,734
E02002472,2439,610,1002,393,434
E02002473,2722,667,1137,446,472
E02002474,2700,868,902,480,450
E02002475,2573,646,1059,423,445
E02002476,2375,672,796,401,506
E02002477,2699,733,1021,450,495
E02002478,2459,685,864,419,491
E02002479,3693,1119,1352,615,607
E02002480,2673,890,961,403,419
E02002481,2672,760,932,470,510
E02002482,2746,784,898,498,566
E02002796,2585,662,993,392,538
E02002797,3371,1029,1339,408,595
E02002798,4187,1008,1580,730,869
E02002799,2451,640,865,428,518
E02002800,3136,1056,1095,444,541
E02002801,3160,863,1104,535,658
E02002802,3256,997,966,602,691
E02002803,3492,1667,1145,368,312
E02002804,3243,988,1083,517,655
E02002805,2575,746,1075,361,393
E02002806,2839,978,968,459,434
E02002807,3737,981,1363,620,773
E02002808,5590,2528,1602,745,715
E02002809,2830,811,1025,477,517
E02002810,3457,814,1437,561,645
E02002811,3684,1395,794,449,1046
E02002812,2722,829,876,379,638
E02002813,3819,1483,781,455,1100
E02002814,3273,1022,1231,459,561
E02002815,2520,654,626,358,882
E02002816,3377,686,1018,611,1062
E02002817,2377,568,821,338,650
E02002818,2852,861,775,455,761
E02002819,3452,1233,1293,486,440
E02002820,4043,1214,1311,667,851
E02002821,4340,1320,1222,732,1066
E02002822,2748,776,935,408,629
E02002823,3236,983,1166,495,592
E02002824,3716,1042,1067,640,967
E02002825,3557,1068,1207,496,786
E02002826,2646,676,841,462,667
E02002827,2550,701,811,450,588
E02002828,2804,654,819,532,799
E02002829,4340,1464,1187,728,961
E02002830,3909,1200,1037,698,974
E02002831,2340,499,620,432,789
E02002832,2803,727,726,426,924
E02002833,2609,464,581,498,1066
E02002834,3975,1140,1301,667,867
E02002835,4369,946,1174,835,1414
E02002836,3131,725,730,558,1118
E02002837,2624,723,598,465,838
E02002838,3093,1015,861,461,756
E02002839,2911,820,807,501,783
E02002842,3418,1167,1108,590,553
E02002843,3843,833,735,570,1705
E02002844,3775,1031,703,509,1532
E02002845,3933,1300,959,556,1118
E02002846,3028,847,1041,488,652
E02002847,2854,419,573,405,1457
E02002848,3344,823,590,516,1415
E02002849,5256,2094,1481,733,948
E02002851,2861,696,893,396,876
E02002852,2584,701,667,411,805
E02002853,4029,1016,806,577,1630
E02002854,3222,1005,873,579,765
E02002855,2786,805,957,495,529
E02002856,5066,1970,1551,618,927
E02002857,2925,1096,978,474,377
E02002858,2928,827,988,457,656
E02002860,3350,1027,1186,499,638
E02002861,2775,667,762,499,847
E02002862,3547,1206,1093,563,685
E02006815,3739,1168,1141,585,845
E02006817,2974,857,896,477,744
E02006819,3254,1036,897,539,782
E02006850,3215,1569,653,397,596
E02006851,2961,1713,835,238,175
E02002868,2458,599,1009,434,416
E02002869,3297,1173,1068,545,511
E02002871,3469,1140,1166,595,568
E02002872,3816,1331,1194,610,681
E02002873,3903,1296,1210,700,697
E02002874,3052,935,971,525,621
E02002875,3627,1227,1155,629,616
E02002876,3471,1175,1187,537,572
E02002877,3650,1511,1213,463,463
E02002878,3258,735,933,678,912
E02002879,3936,1354,1301,602,679
E02002880,3296,813,952,716,815
E02002881,2669,959,769,454,487
E02002882,3784,1635,1214,426,509
E02002883,3537,1354,1181,519,483
E02002884,2323,819,613,320,571
E02002885,3107,1092,737,465,813
E02002886,3438,1077,1016,495,850
E02002887,2832,1104,854,352,522
E02002888,3064,1308,795,466,495
E02002889,3140,1479,808,297,556
E02002890,4727,2404,1246,522,555
E02002891,3376,1022,1075,555,724
E02002892,2565,869,768,416,512
E02002893,4388,1854,993,537,1004
E02002894,2689,678,922,435,654
E02002895,3279,1216,1078,281,704
E02002896,4372,1766,1169,650,787
E02002897,3406,1063,1203,490,650
E02002898,3738,1296,664,426,1352
E02002899,2172,747,672,336,417
E02002901,2540,803,936,375,426
E02002902,3488,1235,1082,552,619
E02002903,2859,1016,900,492,451
E02002904,2633,859,817,446,511
E02006834,3661,1502,1101,544,514
E02006904,3787,1740,1409,361,277
E02006905,3324,1431,902,433,558
E02002863,2676,613,1117,441,505
E02002864,2519,694,1001,384,440
E02002865,3390,1040,1328,499,523
E02002866,3088,779,1256,476,577
E02002867,3329,985,1387,417,540
E02004029,2845,899,1041,455,450
E02004030,2550,729,1111,330,380
E02004031,3218,1037,1095,486,600
E02004032,3643,980,1477,599,587
E02004033,3828,1129,1449,621,629
E02004034,3197,872,1303,483,539
E02004035,2727,604,1231,396,496
E02004036,4267,1183,1593,720,771
E02004037,3154,724,1207,566,657
E02004038,3643,1319,1351,507,466
E02004039,3413,907,1321,516,669
E02004040,3658,857,1375,656,770
E02004041,2938,757,1112,512,557
E02004043,3009,793,1222,443,551
E02004044,3151,828,1185,411,727
E02006827,3355,1040,1207,532,576
E02004045,3899,1076,1482,633,708
E02004046,2738,756,1108,417,457
E02004047,2507,802,925,404,376
E02004048,2919,889,1060,462,508
E02004049,3478,1067,1323,552,536
E02004050,2969,854,1055,470,590
E02004051,3831,1115,1379,643,694
E02004052,3382,958,1276,535,613
E02004053,3347,985,1154,573,635
E02004054,3731,1019,1435,648,629
E02004055,3286,1115,1200,520,451
E02004056,3228,946,1083,521,678
E02004057,3398,1118,1151,564,565
E02004058,3638,1318,1260,540,520
E02004059,3232,993,1244,514,481
E02004060,3190,856,1218,511,605
E02004061,3430,1321,1185,420,504
E02004062,3680,1274,1289,554,563
E02004063,3655,1209,1354,534,558
E02004064,4271,1748,1449,567,507
E02004065,3672,953,1557,551,611
E02004066,5124,1458,1999,851,816
E02004067,2992,1103,1007,450,432
E02004068,3302,968,1295,437,602
E02004069,3099,941,1357,349,452
E02004070,2763,850,1097,366,450
E02004071,2229,632,874,313,410
E02004072,3722,982,1595,544,601
E02004073,4129,1390,1548,556,635
E02004074,2582,805,983,335,459
E02004075,3156,812,1314,425,605
E02004076,2796,812,1014,409,561
E02004077,2966,707,1212,439,608
E02004078,3159,1059,1058,527,515
E02004080,4284,1462,1510,685,627
E02004081,2470,669,997,354,450
E02004082,2550,568,1043,442,497
E02004083,3310,906,1208,588,608
E02004084,2667,810,965,408,484
E02004085,3726,1053,1413,590,670
E02004086,3175,862,1265,503,545
E02004087,3414,1046,1198,560,610
E02004088,3124,743,1244,532,605
E02004089,3259,1289,1066,508,396
E02004090,2733,805,1061,454,413
E02004091,3905,1071,1555,658,621
E02004092,4194,1220,1573,680,721
E02006828,2722,601,985,549,587
E02004093,2751,790,992,466,503
E02004094,2994,860,946,564,624
E02004095,4463,1480,1587,638,758
E02004096,3795,776,1477,737,805
E02004097,3328,903,1312,528,585
E02004098,3227,1029,1157,464,577
E02004100,3216,907,1189,468,652
E02004102,3909,1600,1286,469,554
E02004103,2938,822,1005,495,616
E02004104,2912,699,1143,449,621
E02006872,5413,1496,2165,765,987
E02004105,3845,921,1382,726,816
E02004106,3111,832,1337,438,504
E02004108,3387,1123,1212,497,555
E02004109,2880,692,1253,387,548
E02004110,3136,716,1268,537,615
E02004111,2414,717,901,394,402
E02004112,2894,788,1212,447,447
E02004113,4027,1272,1405,656,694
E02004114,3163,781,1407,453,522
E02004115,3978,1154,1545,629,650
E02004116,3604,1253,1267,545,539
E02004117,3170,857,1275,501,537
E02006804,3461,1052,1179,589,641
E02004118,2700,645,1052,449,554
E02004119,4330,1016,1538,752,1024
E02004120,2903,674,1088,492,649
E02004121,2800,706,1085,421,588
E02004122,2472,627,976,385,484
E02004123,2816,870,1052,401,493
E02004124,3141,738,1206,569,628
E02004125,3775,1005,1393,664,713
E02004126,3009,916,1063,493,537
E02004128,4296,1083,1758,664,791
E02006919,3595,997,1260,664,674
E02006920,3155,782,1127,532,714
E02005334,2161,448,776,412,525
E02005335,2824,743,1073,402,606
E02005336,2903,717,1049,553,584
E02005337,3961,1063,1367,668,863
E02005338,4167,1223,1438,686,820
E02005339,3502,886,1276,598,742
E02005340,3553,984,1354,542,673
E02005341,2753,710,869,487,687
E02005342,2802,674,1112,469,547
E02005343,2797,735,1083,411,568
E02005344,3146,776,1263,517,590
E02006820,4117,1136,1588,577,816
E02005345,2600,702,1007,412,479
E02005346,4925,1981,1406,663,875
E02005347,3449,1005,943,544,957
E02005348,2540,795,924,370,451
E02005349,2980,787,1147,539,507
E02005350,2813,852,1041,463,457
E02005351,2328,580,716,411,621
E02005352,2421,515,978,376,552
E02005353,3824,1115,1233,612,864
E02005354,3542,828,1344,553,817
E02005355,2766,753,1030,428,555
E02005356,2873,904,1061,407,501
E02005357,3036,818,1113,504,601
E02005358,4281,1150,1570,694,867
E02005359,2390,565,914,374,537
E02005360,2546,615,1063,401,467
E02005361,2778,867,921,435,555
E02005362,2627,696,950,471,510
E02005363,2944,686,1170,451,637
E02005364,2098,534,666,380,518
E02005365,3944,1096,1352,613,883
E02005366,2811,814,1042,417,538
E02005368,2581,662,1008,390,521
E02005369,4128,1157,1534,593,844
E02005370,3422,691,1183,648,900
E02005371,3970,889,1531,634,916
E02005372,3749,806,1516,559,868
E02005373,3773,905,1519,553,796
E02005374,3008,1217,942,378,471
E02005375,3518,938,1303,553,724
E02005376,3940,1067,1469,599,805
E02006816,2809,663,1094,404,648
E02005377,3568,1022,1362,525,659
E02005378,2183,529,861,361,432
E02005379,2532,669,925,416,522
E02005380,3562,910,1438,541,673
E02005381,3378,856,1388,519,615
E02005382,4390,1329,1635,670,756
E02005383,3908,1178,1413,619,698
E02005384,2646,633,1091,409,513
E02005385,2525,590,1043,422,470
E02005386,3870,1391,1335,618,526
E02005387,3858,989,1469,707,693
E02005388,2564,842,893,407,422
E02005389,2619,876,977,379,387
E02005390,3774,957,1510,567,740
E02005391,4087,1073,1586,595,833
E02005392,3815,1015,1502,583,715
E02005393,3001,776,1238,461,526
E02005394,3961,1167,1388,655,751
E02005395,3837,1159,1432,559,687
E02005396,2789,712,1168,392,517
E02005397,3576,1014,1364,545,653
E02005398,2598,712,1002,416,468
E02005399,2752,832,964,446,510
E02005400,2438,665,984,370,419
E02005401,2345,580,888,379,498
E02005402,2498,658,906,381,553
E02005403,2966,835,1126,467,538
E02005404,3145,834,1134,519,658
E02005405,2828,763,1025,477,563
E02005406,3125,985,988,550,602
E02005407,3481,809,1277,591,804
E02005408,3074,793,1155,485,641
E02005409,4302,1107,1609,702,884
E02005412,3310,964,1128,458,760
E02005414,3245,1049,1064,483,649
E02005415,3256,1018,1150,536,552
E02005416,3613,801,1453,615,744
E02006818,3277,792,1165,526,794
E02006911,4638,864,1375,677,1722
E02005417,2935,682,1281,442,530
E02005418,4119,1340,1183,692,904
E02005419,3591,1280,1149,577,585
E02005420,3623,1193,1244,554,632
E02005422,2569,617,1106,372,474
E02005423,4106,1112,1662,628,704
E02006864,3361,801,1398,543,619
E02006865,2987,651,1274,494,568
E02005424,4281,1072,1851,661,697
E02005425,2688,598,1229,387,474
E02005426,4151,1196,1591,673,691
E02005427,3379,1364,1218,429,368
E02005428,3686,1150,1637,426,473
E02005429,3244,1096,1588,283,277
E02005430,3059,807,1408,397,447
E02005431,3643,996,1553,513,581
E02005432,3303,822,1545,464,472
E02005433,3259,1019,1597,336,307
E02005434,3291,1128,1285,406,472
E02005435,3292,1004,1415,456,417
E02005436,3454,1047,1458,479,470
E02005437,2695,1157,796,399,343
E02005438,3016,1075,1137,382,422
E02005439,4599,1215,1935,635,814
E02005440,2272,575,967,337,393
E02005441,3578,858,1579,534,607
E02005442,2710,1072,856,399,383
E02005443,3177,1145,1157,434,441
E02005444,5257,1913,1924,681,739
E02005445,4806,1598,1507,800,901
E02005446,2840,1200,844,354,442
E02005447,3202,1349,927,487,439
E02005448,3126,952,1074,579,521
E02005449,2891,876,1044,480,491
E02005450,3708,1010,1532,583,583
E02005451,3421,1291,1027,505,598
E02005452,4687,1290,1769,784,844
E02005453,4569,1116,1957,695,801
E02005455,5113,1208,2133,802,970
E02005456,4023,1156,1486,638,743
E02005457,3565,901,1516,545,603
E02005458,2764,680,1210,374,500
E02005459,3420,918,1421,481,600
E02005460,2387,505,963,404,515
E02005461,2817,760,1290,356,411
E02005462,4123,1448,1387,676,612
E02005463,3530,784,1378,642,726
E02005464,3591,928,1569,548,546
E02006866,2792,739,1139,446,468
E02006867,3278,909,1340,493,536
E02005465,3523,814,1544,549,616
E02005466,2699,582,1245,374,498
E02005467,3209,964,1330,412,503
E02005468,3084,668,1355,469,592
E02005469,3079,693,1300,513,573
E02005470,4483,1336,1621,736,790
E02005471,3857,1113,1414,607,723
E02005472,4314,1224,1823,578,689
E02005473,3767,886,1464,660,757
E02005474,2726,586,1266,404,470
E02005475,2523,575,1007,393,548
E02005476,3017,684,1293,433,607
E02005477,3798,895,1715,525,663
E02005478,4339,1332,1618,644,745
E02005479,3558,1060,1312,534,652
E02005480,2861,665,953,546,697
E02005481,4985,1716,1736,798,735
E02005482,4092,920,1736,659,777
E02005483,3224,732,1321,544,627
E02005484,3030,782,1307,429,512
E02005485,2531,643,1004,410,474
E02005486,3580,1022,1310,586,662
E02005487,3664,739,1499,614,812
E02005488,2686,732,1031,455,468
E02005489,2985,718,1207,514,546
E02005490,4046,1246,1490,670,640
E02005491,4948,1713,1907,669,659
E02005492,4067,1060,1706,593,708
E02005493,3881,944,1614,624,699
E02005494,4130,1228,1665,616,621
E02005495,4499,1745,1456,627,671
E02005496,2685,631,1141,427,486
E02005497,2981,935,983,514,549
E02005498,3152,767,1478,451,456
E02005499,3317,774,1293,575,675
E02005500,2867,699,1185,484,499
E02005501,3112,768,1331,463,550
E02005502,3694,936,1635,559,564
E02005612,2744,687,997,495,565
E02005613,3712,1076,1256,662,718
E02005614,2907,832,1097,501,477
E02005615,3699,1089,1315,660,635
E02005616,2221,659,725,376,461
E02005617,4051,1232,1258,750,811
E02006862,2499,587,925,489,498
E02006863,3382,534,1144,757,947
E02005619,2348,533,949,372,494
E02005620,3094,697,1123,536,738
E02005621,2883,665,1234,448,536
E02005622,3551,764,1466,531,790
E02005623,3316,877,1304,482,653
E02005624,3702,819,1377,668,838
E02005625,3909,1147,1450,582,730
E02005626,2734,774,913,462,585
E02005627,2955,848,1168,439,500
E02005628,3155,829,1223,481,622
E02005629,2398,576,1033,329,460
E02005630,3798,989,1507,534,768
E02005631,4064,942,1578,618,926
E02005632,2464,545,1038,402,479
E02005633,3555,889,1360,605,701
E02005634,3568,979,1327,584,678
E02005635,3511,860,1301,584,766
E02005636,4554,1115,1754,791,894
E02005637,3869,1468,1344,490,567
E02005638,3881,771,1579,625,906
E02005639,2246,560,971,315,400
E02005640,4390,1097,1678,737,878
E02005641,3366,1038,1220,508,600
E02005642,3277,753,1197,604,723
E02005643,3420,1067,1134,546,673
E02005644,3645,1283,1184,560,618
E02005645,5081,2001,1624,654,802
E02005646,2700,678,1070,401,551
E02005647,3145,1075,1072,481,517
E02005648,2897,607,1183,462,645
E02005649,5534,1344,2042,951,1197
E02005650,2373,593,903,400,477
E02005651,2744,737,1138,428,441
E02005652,2609,760,1026,383,440
E02005653,3162,891,931,597,743
E02005654,3228,843,997,646,742
E02005655,2560,808,945,360,447
E02005656,2286,652,648,408,578
E02005657,2784,932,1035,379,438
E02005658,2569,784,762,449,574
E02005659,2247,776,770,293,408
E02005660,2294,686,770,350,488
E02005661,2534,738,698,465,633
E02005662,2772,866,902,417,587
E02005663,2348,609,944,369,426
E02005664,2493,902,810,387,394
E02005665,3003,731,1144,485,643
E02005666,3330,1097,953,533,747
E02005667,2676,942,928,324,482
E02005668,2598,664,1059,402,473
E02005669,2251,476,902,335,538
E02005670,4056,1953,1160,448,495
E02005671,3102,988,1034,477,603
E02005672,3292,1252,1029,452,559
E02005673,3249,1214,1069,481,485
E02005674,3341,1506,1086,368,381
E02005675,2340,641,814,393,492
E02005676,2389,639,784,426,540
E02005677,3601,1075,1372,603,551
E02005678,3986,1003,1438,706,839
E02005679,3565,829,1287,644,805
E02005680,2949,461,865,602,1021
E02005681,3286,711,1376,485,714
E02005682,2673,617,1150,377,529
E02005683,5212,1181,1918,863,1250
E02005684,3311,779,1342,528,662
E02005685,3408,950,1215,547,696
E02005686,3037,708,1205,491,633
E02005687,2356,531,893,372,560
E02005688,3453,727,1343,583,800
E02005689,2951,601,1038,543,769
E02005690,2363,775,840,339,409
E02005691,2667,684,1078,400,505
E02005692,2981,927,1178,409,467
E02005693,3276,814,1123,568,771
E02005694,3059,685,1129,536,709
E02005695,3248,1160,1031,511,546
E02005696,2458,796,756,425,481
E02005697,2964,1315,906,388,355
E02005698,2368,656,826,378,508
E02005699,3164,828,1018,567,751
E02005700,3860,1051,1566,564,679
E02005701,4679,1270,1872,719,818
E02005819,2668,757,1040,395,476
E02005820,2513,665,1030,423,395
E02005821,2795,874,979,460,482
E02005822,3974,1120,1325,771,758
E02005823,3214,1138,1023,489,564
E02005824,4097,1009,1609,708,771
E02005825,3241,759,1278,565,639
E02005826,2602,842,832,482,446
E02005827,3453,881,1292,588,692
E02005828,3116,828,1289,511,488
E02005829,2785,703,1064,463,555
E02005830,2642,715,1024,454,449
E02005831,3686,1001,1443,616,626
E02005832,4034,1401,1352,651,630
E02005833,3041,675,1189,556,621
E02005834,3070,910,1084,537,539
E02005835,4289,1174,1641,677,797
E02005836,3809,904,1650,571,684
E02005837,2825,678,1215,429,503
E02005838,3495,920,1404,580,591
E02005839,2793,913,1050,416,414
E02005840,3501,737,1201,690,873
E02005842,3756,1132,1392,602,630
E02005843,2662,724,919,494,525
E02005844,3411,1140,1232,479,560
E02005846,2835,1033,851,462,489
E02005847,2921,865,1099,495,462
E02005848,2751,652,1107,439,553
E02005849,3662,902,1514,582,664
E02006903,4957,1593,1825,767,772
E02005850,2942,761,1195,487,499
E02005851,2614,854,894,444,422
E02005852,3426,852,1442,544,588
E02005853,3876,1091,1461,608,716
E02005856,3104,790,1262,483,569
E02005857,2666,739,961,491,475
E02005858,3085,854,1108,463,660
E02005859,3853,1129,1320,662,742
E02005860,3809,1435,1233,533,608
E02005861,2453,782,885,399,387
E02005862,3356,939,1286,571,560
E02005863,3132,858,1247,462,565
E02005864,3350,796,1215,582,757
E02006906,5154,1203,2000,914,1037
E02005865,3414,844,1459,510,601
E02005866,3873,1070,1504,621,678
E02005868,2798,792,1087,420,499
E02005869,2446,747,783,431,485
E02005870,2957,1030,1001,437,489
E02005871,3153,912,1223,491,527
E02005872,2512,718,1002,353,439
E02005873,4272,1179,1648,609,836
E02005874,3708,1148,1330,598,632
E02005875,2983,761,1086,539,597
E02005876,3700,987,1342,594,777
E02005877,3169,957,1114,529,569
E02005878,4393,1600,1464,631,698
E02005879,3451,1195,1193,614,449
E02006835,2520,701,950,458,411
E02005880,2527,631,908,431,557
E02005881,2408,676,876,401,455
E02005882,3355,799,1369,588,599
E02005883,3347,1048,1147,542,610
E02005884,2653,718,1032,483,420
E02005885,3577,1081,1297,556,643
E02005886,4231,982,1591,809,849
E02005887,4048,1452,1318,671,607
E02005888,3726,1453,1120,575,578
E02005889,4406,1268,1598,786,754
E02005890,2790,628,1114,513,535
E02005891,2839,1104,861,400,474
E02005892,5021,1258,2071,843,849
E02005893,4277,1270,1516,695,796
E02005894,4095,1064,1559,680,792
E02005895,3356,755,1478,504,619
E02005896,3156,828,1342,445,541
E02005897,3652,894,1447,555,756
E02005898,4555,1278,1614,830,833
E02005899,4955,1881,1608,727,739
E02005900,3069,910,1231,385,543
E02005901,3827,1157,1364,626,680
E02005902,3602,1189,1252,548,613
E02005903,4303,1221,1674,683,725
E02005904,3466,817,1491,503,655
E02005905,2460,578,987,374,521
E02005906,2615,618,1112,381,504
E02005907,3889,1066,1463,572,788
E02005908,3840,1078,1528,528,706
E02005909,3229,846,1022,532,829
E02005910,3821,1466,1058,480,817
E02005911,3501,915,1233,546,807
E02005912,3627,1048,1200,535,844
E02005913,2764,759,937,380,688
E02005914,2928,742,1053,537,596
E02005915,2397,575,994,367,461
E02005916,3146,920,1205,493,528
E02005917,2378,497,1078,335,468
E02005918,2260,658,891,317,394
E02005919,2425,588,952,400,485
E02005920,3015,688,1230,486,611
E02002905,2650,669,1211,322,448
E02002906,2497,790,883,374,450
E02002907,2687,931,971,381,404
E02002908,3635,908,1589,485,653
E02002909,4444,1253,1781,645,765
E02002910,3420,991,1411,446,572
E02002911,3790,957,1479,548,806
E02002912,2763,572,1113,474,604
E02002913,2399,642,1045,330,382
E02002914,4010,1308,1444,569,689
E02002915,2832,835,1052,423,522
E02002916,4424,1761,1341,659,663
E02002917,3032,1000,1039,431,562
E02002918,2422,607,905,385,525
E02002919,3855,1136,1251,658,810
E02002920,2741,716,1043,446,536
E02002921,3176,858,1057,586,675
E02002922,2601,657,1072,369,503
E02002923,4315,1404,1642,537,732
E02002924,2573,697,1008,375,493
E02002925,4433,1072,1732,696,933
E02002926,4784,1621,1761,634,768
E02002927,4836,1155,2138,678,865
E02006008,3316,975,1279,532,530
E02006009,2717,700,1051,439,527
E02006010,4799,1270,1952,746,831
E02006011,2683,875,1017,337,454
E02006012,2818,957,1081,374,406
E02006013,3195,737,1365,484,609
E02006014,3832,933,1626,570,703
E02006015,4282,1355,1519,669,739
E02006016,3019,662,1249,478,630
E02006017,3098,879,1175,481,563
E02006018,5144,1575,1899,761,909
E02006019,2626,871,974,374,407
E02006020,2422,484,899,434,605
E02006021,3015,605,1195,480,735
E02006022,2275,483,926,375,491
E02006023,3829,1000,1465,603,761
E02006024,4098,1233,1416,644,805
E02006025,4205,1586,1420,598,601
E02006026,2785,642,1107,435,601
E02006027,2188,480,942,343,423
E02006028,3661,878,1417,555,811
E02006029,3316,871,1114,582,749
E02006030,2904,721,1052,503,628
E02006031,3471,1335,1166,499,471
E02006032,3695,1062,1178,666,789
E02006033,3889,1771,1266,405,447
E02006034,3746,1242,1307,525,672
E02006035,2553,779,1000,356,418
E02006036,2969,1172,1030,373,394
E02006037,3999,1144,1416,623,816
E02006038,3223,832,1289,483,619
E02006039,3239,845,1294,448,652
E02006040,2981,749,1206,424,602
E02006041,2472,705,954,341,472
E02006042,2647,797,1168,293,389
E02006043,2946,767,1240,420,519
E02006044,2750,783,1195,325,447
E02006045,5173,1886,1979,594,714
E02006046,3694,899,1549,511,735
E02002951,3204,852,1162,572,618
E02002952,2837,835,968,479,555
E02002953,3090,901,1063,519,607
E02002954,3619,1128,1269,613,609
E02002955,3012,1088,903,448,573
E02002956,3855,1153,1262,682,758
E02002957,4274,1170,1697,705,702
E02002958,3568,1171,1208,610,579
E02002959,3665,1414,1114,485,652
E02002960,2459,662,832,463,502
E02002961,2857,1106,821,416,514
E02002962,3004,980,955,524,545
E02002963,3559,1519,1065,488,487
E02002964,3846,1224,1417,604,601
E02002965,2719,1039,651,369,660
E02002966,3900,1731,1017,496,656
E02002967,4212,1464,1256,729,763
E02002968,3980,1347,1345,603,685
E02002969,4125,1642,1307,619,557
E02002970,3861,1489,1271,587,514
E02002971,2262,632,825,418,387
E02002972,2844,1021,927,443,453
E02002973,3496,1176,1097,572,651
E02002974,2415,633,1044,339,399
E02002975,3136,707,1192,603,634
E02002976,2420,612,844,428,536
E02002977,2814,1140,941,362,371
E02002978,2793,976,861,449,507
E02002979,2075,641,574,315,545
E02002980,2692,764,1073,439,416
E02002981,3238,862,1003,578,795
E02002982,3194,1310,867,435,582
E02002983,2269,487,857,444,481
E02002984,2281,481,943,422,435
E02002928,2365,558,837,414,556
E02002929,2135,410,867,394,464
E02002930,2388,711,914,359,404
E02002931,2472,484,927,460,601
E02002932,3417,907,1135,599,776
E02002933,3382,854,1237,607,684
E02002934,2365,578,793,434,560
E02002935,2724,649,1070,431,574
E02002936,3174,711,969,596,898
E02002937,4095,979,1610,635,871
E02002938,2631,759,867,402,603
E02002939,2893,959,1082,425,427
E02002940,2693,828,996,430,439
E02002941,4063,1125,1488,713,737
E02002942,2267,350,813,417,687
E02002943,3528,680,1203,714,931
E02002944,3189,953,1013,553,670
E02002945,3588,812,1189,694,893
E02002946,3407,963,1236,602,606
E02002947,2671,608,924,491,648
E02002948,2475,474,812,477,712
E02002949,2429,846,854,360,369
E02002950,2257,595,855,372,435
E02006118,3032,634,1276,523,599
E02006119,3481,1092,1110,582,697
E02006120,3698,928,1386,657,727
E02006121,2293,566,848,416,463
E02006122,2839,816,1056,483,484
E02006123,2616,597,895,492,632
E02006124,2992,852,989,507,644
E02006125,3248,1023,1148,529,548
E02006126,3372,843,1182,615,732
E02006127,2797,477,922,625,773
E02006128,3745,1094,1497,544,610
E02006129,3461,1264,1086,551,560
E02006130,3090,754,1152,571,613
E02006131,3152,764,1234,530,624
E02006132,2535,658,923,405,549
E02006133,2942,964,966,446,566
E02006134,3951,1050,1594,579,728
E02006135,3285,836,1222,561,666
E02006136,3208,755,1351,476,626
E02006137,3673,1132,1204,629,708
E02006138,2502,775,756,439,532
E02006139,2931,1040,864,431,596
E02006140,3430,927,1249,530,724
E02006141,4377,1625,1224,692,836
E02006142,2211,524,832,411,444
E02006143,3033,811,1122,512,588
E02006144,3636,1344,1168,551,573
E02006145,2385,618,943,369,455
E02006146,2896,655,1185,510,546
E02006147,3000,604,1199,487,710
E02006148,2945,549,1284,526,586
E02006149,4590,1593,1494,654,849
E02006150,4902,1198,2023,772,909
E02006151,3693,989,1376,631,697
E02006152,4268,1136,1621,646,865
E02006153,2767,531,1167,462,607
E02006154,4115,903,1759,714,739
E02006155,2315,608,769,443,495
E02006156,3046,615,1296,459,676
E02006157,2687,643,1061,450,533
E02006158,3543,819,1373,662,689
E02006159,2480,745,855,436,444
E02006160,3588,1087,1271,608,622
E02006161,2783,562,1102,501,618
E02006162,3678,1087,1358,592,641
E02006163,3226,914,1027,566,719
E02006164,3179,1011,1036,565,567
E02006165,3448,1282,1125,530,511
E02006166,3103,865,1189,513,536
E02006167,3942,1433,1211,647,651
E02006168,4189,1906,1257,486,540
E02006169,2167,744,695,361,367
E02006170,2236,659,860,319,398
E02006171,4000,1330,1363,623,684
E02006172,4171,1177,1581,701,712
E02006173,2841,615,1209,454,563
E02006174,4264,998,1702,669,895
E02006175,2641,607,926,543,565
E02006176,3146,821,1305,450,570
E02006177,3968,866,1546,679,877
E02006178,3198,763,1183,572,680
E02006179,2787,715,1098,439,535
E02006180,2590,604,907,474,605
E02006181,2567,845,915,367,440
E02006182,2751,668,1093,420,570
E02006183,3090,750,1174,540,626
E02006184,2274,655,745,386,488
E02006185,3113,957,1126,438,592
E02006186,4995,1194,1971,780,1050
E02006187,3074,796,1290,456,532
E02006188,2521,652,1030,387,452
E02006189,3086,843,1275,453,515
E02006190,4676,1693,1551,693,739
E02006191,3268,725,1306,564,673
E02006192,3388,924,1352,525,587
E02006193,2780,702,1153,427,498
E02006194,3222,921,1130,551,620
E02006195,3543,840,1528,557,618
E02006196,2856,1131,738,423,564
E02006197,4233,1957,1301,517,458
E02006198,3111,733,1236,510,632
E02006199,3359,793,1389,541,636
E02006200,3546,1196,1159,578,613
E02006201,5006,1074,2033,825,1074
E02006202,3641,889,1504,546,702
E02006203,3467,1163,1142,541,621
E02006204,3127,909,1176,479,563
E02006205,3058,742,1335,488,493
E02006206,3424,991,1090,612,731
E02006207,2785,731,1206,432,416
E02006208,3911,1588,1273,498,552
E02006209,4594,1253,1753,697,891
