geography code,total,OW,SO,SR,PR
E02005123,4328,1258,2020,394,34
E02005124,3692,805,1009,984,52
E02005125,3120,860,1236,584,39
E02005126,3184,1323,1230,245,31
E02005127,3406,1313,1513,255,34
E02005128,3449,1212,1324,535,34
E02005129,4896,1495,1663,894,78
E02005130,3358,1155,1126,535,67
E02005131,2288,915,788,283,61
E02005132,4393,642,630,523,40
E02005133,3739,1867,1189,98,49
E02005134,3079,464,801,416,30
E02005135,3222,795,1082,470,39
E02005136,3176,1171,1235,369,36
E02005137,3205,686,854,1327,35
E02005138,3985,1294,1086,532,51
E02005139,4214,2353,1127,120,55
E02005140,3429,1697,1073,147,31
E02005141,3133,1294,910,87,49
E02005142,3108,1379,1003,353,47
E02005143,3450,1146,1153,413,38
E02005144,3440,746,935,1296,38
E02005145,2948,1154,1011,304,58
E02005146,3130,742,1109,198,40
E02005147,4455,890,817,732,44
E02005148,3407,1583,1195,152,32
E02005149,4167,1370,2073,310,32
E02005150,4288,1053,1791,931,28
E02005151,4932,1488,2326,724,42
E02005153,3460,1115,1290,772,29
E02005154,4333,1701,1629,512,70
E02005155,3920,952,2143,355,33
E02005156,2915,1070,981,526,53
E02005157,2677,925,786,853,22
E02005158,2550,1110,1013,214,35
E02005159,3145,1341,987,674,33
E02005160,4210,1163,1430,688,66
E02005161,3332,892,1346,470,35
E02006833,4211,1497,1491,733,68
E02005162,4198,1483,1581,631,47
E02005163,3097,993,1303,373,38
E02005164,3318,932,1237,721,35
E02005165,3077,1166,1144,464,36
E02005166,2839,536,767,1242,23
E02005167,2957,1263,1133,214,49
E02005168,3097,1073,1246,64,24
E02005169,4630,753,1222,509,45
E02005170,4028,1391,1469,389,35
E02005171,2642,623,750,910,33
E02005172,3213,1169,1121,379,75
E02005173,3734,1427,1241,242,35
E02005174,2961,1088,907,549,91
E02005175,3383,1214,1143,461,90
E02005921,2248,966,819,139,47
E02005922,3404,695,1607,410,26
E02005923,2301,493,822,573,32
E02005924,4852,752,1464,826,54
E02005925,3139,573,1007,1259,48
E02005926,3210,1400,1082,202,52
E02005927,2219,766,862,176,14
E02005928,2975,1285,1182,165,43
E02005929,2814,1181,1032,251,66
E02005930,3123,1168,1034,244,56
E02005931,3325,918,1402,219,170
E02005932,2683,454,1495,208,17
E02005933,2950,790,1358,410,27
E02005934,3531,1101,1568,535,38
E02005935,3122,631,1437,304,39
E02005936,3335,1299,1268,317,77
E02005937,2768,1147,925,301,46
E02005938,2149,856,826,215,21
E02005939,2580,1037,1044,118,31
E02005940,2593,1003,736,332,36
E02005941,2835,970,621,380,76
E02005942,2458,900,613,99,102
E02005943,2516,981,705,245,35
E02005944,2813,472,623,1157,53
E02005945,3772,1156,859,519,63
E02005946,3306,1033,1090,344,51
E02005947,2705,410,312,496,178
E02005948,2856,574,482,423,74
E02005949,2527,404,382,1051,39
E02005950,4080,698,649,662,67
E02005951,2592,637,592,462,43
E02005952,5317,1044,1545,945,74
E02005953,2187,493,607,368,32
E02005954,3800,1134,1173,598,53
E02005955,3936,827,1173,1188,55
E02005956,2390,348,589,1167,25
E02005957,2692,193,804,1392,25
E02005958,2301,703,1056,175,19
E02005959,2214,1008,708,208,48
E02005960,2422,999,871,299,30
E02005961,2745,1130,928,293,41
E02005962,3285,1416,1407,206,35
E02005963,3226,1233,1103,483,56
E02005964,2934,1289,1089,233,48
E02005965,2252,831,715,252,59
E02005966,3173,509,1843,127,11
E02005967,2265,817,823,363,16
E02005968,2559,815,690,202,42
E02005969,3901,1331,1376,709,32
E02005970,2384,460,984,452,16
E02005971,2311,832,885,399,32
E02005972,3210,1271,1157,409,50
E02005973,2616,1063,672,350,45
E02005974,2641,952,841,338,28
E02005975,3082,1413,1041,268,87
E02005976,2278,1015,759,163,91
E02005977,2305,1026,859,234,24
E02005978,2739,1263,957,192,40
E02005979,3728,1599,1289,277,41
E02005980,4005,1602,1171,454,169
E02005981,3544,1308,1754,116,12
E02005982,2450,888,1001,194,20
E02005983,4845,1199,1531,1091,80
E02005984,2812,1171,1066,181,65
E02005985,3201,1031,1017,797,32
E02005986,3822,1136,1395,697,65
E02005987,3156,1156,1099,525,34
E02005988,2918,1048,1239,318,21
E02005991,4074,1419,1518,603,48
E02005992,3748,1443,1235,534,59
E02006886,4365,1441,1288,604,141
E02005993,2815,978,933,486,36
E02005994,2445,920,799,252,117
E02005995,2511,1020,818,255,96
E02005996,3469,1373,1105,372,73
E02005997,2419,1040,829,283,34
E02005998,2357,1046,858,144,25
E02005999,2510,1069,976,213,45
E02006000,4790,1419,2169,569,38
E02006001,2251,441,1029,503,13
E02006002,4380,1422,1483,758,52
E02006003,2236,905,729,320,24
E02006004,2446,930,751,291,103
E02006005,3564,590,1504,313,18
E02006006,2321,684,790,306,20
E02006007,2727,1078,1001,322,48
E02006317,2509,938,1058,207,18
E02006318,2685,1018,1074,66,29
E02006319,2824,775,1171,530,33
E02006320,2787,573,1175,649,20
E02006321,2451,827,1135,131,25
E02006322,2504,829,1104,281,20
E02006323,3063,1016,1094,207,30
E02006324,2773,867,1297,327,28
E02006325,3226,1286,1505,96,34
E02006326,2722,900,1069,214,23
E02006327,2662,1035,1013,122,34
E02006328,4002,1163,1421,400,54
E02006329,2638,1017,896,266,43
E02006330,3844,1215,1415,717,51
E02006331,2788,1144,1101,261,25
E02006332,2567,836,1024,74,54
E02006333,3765,1288,1184,527,79
E02006334,3112,1392,1198,143,45
E02006335,3187,1331,1285,177,26
E02006336,2670,777,1202,486,7
E02006337,3303,1504,1495,52,15
E02006338,2638,1093,1182,110,10
E02006339,3379,757,1650,487,30
E02006341,3846,1264,1412,442,27
E02006342,3392,1050,990,301,58
E02006343,3239,1349,1365,157,45
E02006837,4130,1844,1638,178,26
E02006344,3291,1342,1176,363,74
E02006345,2411,909,727,219,24
E02006346,3862,1911,1433,193,43
E02006347,3079,1022,1409,169,24
E02006348,3456,1401,1334,371,36
E02006349,3106,770,1433,333,22
E02006350,2400,426,812,849,39
E02006351,3404,1001,1371,448,44
E02006352,2274,665,939,288,25
E02006353,2612,752,995,651,18
E02006354,3599,1608,1385,81,30
E02006355,2368,438,518,976,30
E02006356,4977,1057,1387,576,62
E02006357,2636,936,1231,268,20
E02006358,2472,698,828,337,31
E02006359,2559,1085,787,191,35
E02006360,3220,1235,1168,389,76
E02006361,2247,948,713,206,60
E02006362,2677,1252,945,245,39
E02006363,2340,1012,948,171,12
E02006364,3177,604,1091,798,47
E02006365,2535,1130,851,155,33
E02006366,3112,1489,1284,124,21
E02006367,2444,1150,754,339,19
E02006368,2396,1096,813,259,24
E02006369,2866,1408,849,215,50
E02006370,2646,973,999,221,50
E02006371,3025,1027,1006,420,37
E02006372,2703,729,963,720,18
E02006373,3039,1075,1042,364,84
E02006374,2868,1066,1137,342,58
E02006375,2381,988,1090,145,11
E02006376,3349,1431,1334,255,34
E02006377,2287,1064,970,119,5
E02006378,3325,1140,1651,239,30
E02006379,2519,569,970,812,14
E02006380,2798,1258,1175,100,38
E02006381,2767,1182,1163,147,36
E02006382,2574,608,1002,731,22
E02006383,3836,1484,1483,111,71
E02006384,4197,1209,1413,792,29
E02006385,4284,866,1925,309,27
E02006386,3164,1036,1274,346,37
E02006387,2585,784,984,592,18
E02006388,3553,941,1615,449,20
E02006389,2747,961,1055,463,27
E02006390,3134,1067,1267,528,18
E02006391,2336,753,1113,66,19
E02006392,3587,1052,1282,401,34
E02006393,2709,729,829,323,39
E02006394,3333,848,868,664,64
E02006395,3800,975,1620,682,40
E02006396,2426,1048,874,197,43
E02006397,2323,982,792,78,73
E02006398,3348,854,1265,665,51
E02006399,4574,1637,1846,495,47
E02006400,2374,870,848,314,33
E02006401,3958,1304,1623,509,42
E02006402,3869,1580,1665,283,41
E02006403,2622,585,973,684,22
E02006404,2476,573,966,635,25
E02006405,3995,1490,1806,142,33
E02006406,3528,847,1235,418,43
E02006407,3584,1364,1458,321,38
E02006408,3486,1147,1523,285,21
E02006409,2712,746,1053,682,36
E02006410,3163,758,1237,734,43
E02006411,3033,1344,1234,111,18
E02006412,2831,1186,1103,197,28
E02006413,2496,989,1001,313,16
E02006414,2539,955,1094,306,28
E02006415,3047,1419,1125,83,35
E02006416,3398,1420,1353,242,63
E02006417,2332,700,1037,265,27
E02006418,2778,1133,1270,116,14
E02006419,3079,682,1030,878,30
E02006420,2788,1114,1232,36,26
E02006421,2998,1141,1484,77,39
E02006422,2344,820,1205,50,13
E02006423,4111,1133,1539,680,46
E02006424,2360,1007,1090,67,16
E02006425,2354,812,919,367,30
E02006426,2266,797,1103,123,18
E02006427,2738,909,1108,188,24
E02006429,3149,1080,1401,150,24
E02006430,3473,988,1689,459,26
E02006431,4265,1516,1737,317,74
E02006432,2193,895,899,169,26
E02006433,3760,1653,1316,282,56
E02006434,2358,761,918,497,15
E02006435,2361,787,914,380,27
E02006436,2386,776,954,401,34
E02006437,3199,1215,1207,374,52
E02006438,3151,1216,1293,238,71
E02006790,3047,1187,1213,343,46
E02006439,2490,869,1073,304,34
E02006440,2844,1042,1223,294,23
E02006441,3296,1002,959,639,45
E02006442,2290,1097,861,71,39
E02006443,3141,915,1069,766,30
E02006444,2718,945,1076,415,24
E02006445,2995,969,1106,122,70
E02006446,2730,1191,939,305,49
E02006447,2412,976,991,180,39
E02006448,2818,1054,1140,373,18
E02006449,2894,1125,1022,439,51
E02006450,2563,1052,908,228,96
E02006451,4372,1781,1515,541,85
E02006453,3235,1427,1086,362,102
E02006454,2766,1098,978,392,32
E02006455,2445,724,1012,338,34
E02006839,3271,1305,1256,299,78
E02006456,3174,1029,1425,378,27
E02006457,3615,1594,1388,128,29
E02006458,3498,1437,1389,269,37
E02006459,3618,608,1138,1049,46
E02006460,3945,942,1725,743,32
E02006461,2696,1083,926,121,33
E02006462,3339,898,1600,319,25
E02006463,4393,1127,1366,330,53
E02006464,2882,877,1230,446,22
E02006465,2509,945,1028,140,20
E02006466,3355,938,1378,691,29
E02006467,2443,1001,1125,90,27
E02006534,3544,1437,1388,397,27
E02006535,2829,1314,1222,70,27
E02006536,2875,1189,1245,139,66
E02006537,4304,1127,1366,1279,51
E02006538,4059,1467,1470,289,43
E02006539,3132,1179,1116,520,37
E02006540,2589,978,870,456,20
E02006541,3625,1500,1169,373,47
E02006542,2629,1112,755,237,92
E02006543,2432,1043,829,233,51
E02006544,4128,1722,1659,302,47
E02006545,3458,1003,1248,754,37
E02006546,4201,1721,1457,569,53
E02006547,2300,855,919,298,32
E02006548,4133,1612,1705,246,32
E02006549,2864,1861,747,34,21
E02006550,4118,1991,1376,332,36
E02006551,4049,2505,927,166,41
E02006552,3462,878,792,218,41
E02006553,3139,1261,1292,172,35
E02006554,3140,1556,1018,177,46
E02006555,3164,841,1021,669,36
E02006556,3659,2019,1209,55,18
E02006557,2828,626,982,689,32
E02006558,4850,1292,926,383,70
E02006559,3831,2427,1037,25,20
E02006560,4321,2256,1340,327,49
E02006561,2636,983,974,381,50
E02006562,2387,1055,855,234,66
E02006563,2392,1017,679,316,77
E02006564,3424,1336,856,673,68
E02006565,3502,1325,835,508,185
E02006566,3356,1492,843,481,101
E02006567,3149,1401,971,377,76
E02006568,4791,1217,950,1494,90
E02006569,3197,1480,809,224,50
E02006570,4130,1375,896,738,59
E02006571,3343,1520,1117,280,35
E02006572,3807,1170,1188,924,64
E02006573,4871,2455,1308,377,102
E02006574,4863,2384,1445,400,59
E02006575,2942,651,1012,882,42
E02006576,3228,1074,1505,224,15
E02006577,3301,725,1008,1104,80
E02006578,4141,912,1362,966,46
E02006579,3269,918,1107,637,40
E02006580,3281,871,1371,654,31
E02006581,3650,886,1154,827,43
E02006582,3008,723,1708,106,12
E02006583,3809,989,1567,612,53
E02006584,2900,275,1100,1184,31
E02006585,3096,769,1112,912,48
E02006586,2662,340,1173,731,24
E02006587,3440,347,1157,1355,38
E02006588,3198,944,1190,531,49
E02006589,4465,1691,2102,271,21
E02006590,3646,1176,1349,510,50
E02006591,3428,1157,1298,371,37
E02006592,2430,959,936,250,52
E02006593,4697,1281,1410,1122,58
E02006594,2892,1035,1238,304,22
E02006595,3154,1415,1125,145,119
E02006596,3342,979,1824,270,12
E02006597,3945,1376,1545,501,70
E02006598,2184,802,939,149,52
E02006599,3049,1725,1002,95,44
E02006600,4324,1635,1263,862,66
E02006601,3464,1391,1052,570,46
E02006602,2921,1112,1221,211,60
E02006603,3784,1808,1309,185,49
E02006604,5493,1546,1890,1025,66
E02006605,2429,872,1013,156,62
E02006606,3310,1175,1603,99,28
E02006607,2981,1291,1293,106,31
E02006608,2343,1064,994,131,15
E02006609,2729,1108,922,298,87
E02006610,2784,890,1012,318,120
E02006611,4165,1912,1620,197,53
E02006612,4656,1131,1693,423,52
E02006613,3028,814,1110,783,22
E02006614,4149,1533,1572,543,48
E02006615,2608,675,1450,214,4
E02006616,3264,1272,1463,265,22
E02006617,3877,1008,1488,746,30
E02006618,2377,1125,1071,21,15
E02006619,3192,1035,1250,439,77
E02006620,4024,1957,1367,328,44
E02006621,3330,1782,1273,60,30
E02006622,3466,1373,1335,333,24
E02006623,3340,1094,1239,620,26
E02006624,2862,1227,1303,16,19
E02006625,3295,964,1600,165,17
E02006626,3001,678,1105,866,42
E02006627,3758,1467,1426,411,24
E02006628,3969,871,1508,496,39
E02006629,3391,952,1176,599,33
E02006630,4164,1137,1030,438,46
E02006631,4945,1061,1095,427,48
E02006632,3783,1630,1280,108,31
E02006633,3740,2137,1095,156,30
E02002985,2176,755,757,387,41
E02002986,2307,775,697,596,37
E02002987,2324,1208,801,97,16
E02002988,2412,871,812,292,27
E02002989,2306,944,690,351,23
E02002990,2828,767,851,358,25
E02002991,5472,1297,930,996,108
E02002992,2483,793,815,388,24
E02002993,2666,544,537,542,44
E02002994,4279,1976,1406,335,96
E02002995,2273,377,554,1098,35
E02002996,3500,1407,873,154,53
E02002997,2216,644,621,185,22
E02002998,2277,595,612,490,26
E02002999,2327,786,740,533,31
E02003000,3830,1768,1337,406,59
E02003001,2240,968,763,162,23
E02003002,2336,806,607,630,26
E02003003,2364,724,856,418,25
E02003004,2392,911,999,238,35
E02003005,2479,1152,858,199,44
E02003006,3473,1168,1438,342,50
E02003007,3371,1373,1337,304,34
E02003008,2300,604,917,476,36
E02003009,2455,909,1062,114,23
E02003010,2299,771,1043,227,28
E02003011,2130,934,696,296,27
E02003172,2688,985,836,552,40
E02003173,3027,1089,960,627,42
E02003174,3486,1517,1326,170,32
E02003175,3750,1200,1649,291,28
E02003176,2976,522,771,1365,44
E02003177,3188,1118,1501,57,29
E02003178,3417,1004,1264,533,42
E02003179,2766,737,782,954,36
E02003180,3617,715,1099,404,33
E02003181,3341,1015,1395,134,28
E02003182,2689,994,1073,91,22
E02003183,2765,994,859,138,23
E02003184,3171,559,1042,116,25
E02003185,3035,916,1267,352,41
E02003186,3684,628,1188,397,27
E02003187,4015,996,1270,281,35
E02003188,5433,982,996,825,51
E02003189,3935,1223,1149,295,33
E02003190,5441,643,920,489,45
E02003191,3840,1832,1082,155,36
E02003192,5008,1105,744,529,79
E02006883,3204,775,735,354,38
E02006885,3898,1271,898,97,48
E02003012,4806,1195,1373,1608,101
E02003013,4850,1040,1427,1662,89
E02003014,3331,618,690,1745,51
E02003015,2436,722,714,596,36
E02003016,3059,445,848,986,33
E02003017,2736,1035,897,361,45
E02003018,2393,734,756,669,33
E02003019,3995,1125,1368,890,54
E02003020,2504,1220,920,157,23
E02003021,2670,714,981,172,22
E02003022,2389,1288,912,24,13
E02003023,2630,861,818,504,61
E02003024,3599,1103,1006,783,54
E02003025,2726,665,808,758,63
E02003026,3241,1601,1078,110,48
E02003027,4578,1223,1903,157,29
E02003028,3430,1016,1247,216,36
E02003029,2448,578,819,661,44
E02003030,3088,727,1104,308,44
E02003031,4083,910,1277,170,35
E02003032,3083,818,1121,415,43
E02003033,3613,686,778,175,26
E02003034,5569,740,1175,1853,88
E02003036,3913,510,654,669,55
E02003037,4038,756,888,120,48
E02003038,2795,763,1046,339,31
E02003039,3518,822,1209,671,47
E02003040,4392,734,1474,440,50
E02003041,2979,736,590,106,67
E02003043,4647,568,674,743,81
E02003044,2513,845,1070,105,15
E02003045,2988,602,656,469,43
E02003046,4107,898,1737,536,37
E02003047,4474,970,1494,725,39
E02003048,3212,544,1143,428,23
E02003049,3122,971,1166,548,33
E02003050,4322,746,1090,889,65
E02003051,2831,558,982,600,48
E02003052,2835,935,1102,258,24
E02003053,3342,1144,1315,330,20
E02003054,2698,839,1068,363,18
E02003055,3118,619,944,1217,57
E02003056,2841,535,777,1175,73
E02003057,2434,912,896,292,39
E02003058,3836,1086,1407,794,40
E02003059,2374,828,771,536,27
E02003060,4591,1631,1612,930,40
E02003061,2481,551,625,1053,56
E02003062,2435,526,574,1123,51
E02003063,2947,1409,1210,98,23
E02003064,2834,432,511,1698,67
E02006887,3380,143,466,1354,85
E02006888,2857,386,528,1008,57
E02006889,3015,217,348,1908,65
E02006890,3621,648,1118,578,48
E02003892,2769,1314,875,236,45
E02003893,2819,1281,942,219,56
E02003894,3479,1340,1146,379,56
E02003895,3379,1257,1060,447,39
E02003896,2608,778,677,589,56
E02003897,2228,926,932,51,23
E02003898,2879,1268,872,257,52
E02003899,2372,810,804,502,35
E02003900,3090,1085,1228,345,25
E02003901,3369,1488,787,517,89
E02003902,2383,780,731,430,26
E02003903,2872,1160,935,337,48
E02003904,2509,1173,700,185,46
E02003905,2556,988,946,152,31
E02003906,2362,1042,707,182,63
E02003907,3404,1512,1027,246,60
E02003908,3387,1177,1052,656,51
E02003909,3914,1443,1179,635,48
E02003910,3002,1001,745,435,63
E02003911,3594,1752,1052,195,75
E02003912,3496,1615,891,362,101
E02003913,2564,1327,675,186,56
E02003914,3146,899,960,525,37
E02003915,3308,888,703,1006,77
E02003916,3034,1135,639,173,56
E02003917,3167,1377,1174,214,32
E02003918,2969,1267,999,281,41
E02003919,2998,804,812,778,59
E02003920,3093,1112,1138,133,33
E02003921,2517,1134,818,222,23
E02003922,3262,1151,1157,444,30
E02003923,3090,1162,913,252,30
E02003924,3123,1201,789,533,44
E02003925,2892,1056,935,497,36
E02003926,3117,1367,1137,160,47
E02003927,3674,1856,1020,273,70
E02003928,4916,1596,1649,562,61
E02003929,2957,1410,830,289,54
E02003930,3600,1759,865,401,80
E02003931,4484,1886,1166,584,55
E02003932,2853,1448,732,236,85
E02003933,3078,1528,820,224,61
E02003934,2734,1216,768,274,60
E02003935,3926,1130,1182,623,50
E02003936,3414,1658,1030,167,81
E02003937,2396,1166,486,293,81
E02003938,2810,1201,682,412,63
E02003939,2955,1228,812,423,42
E02003940,2553,1317,647,214,61
E02003941,3098,1008,997,410,35
E02003942,3148,883,908,848,33
E02003943,3445,1378,865,573,65
E02003944,4031,1564,1236,637,53
E02003945,2656,1352,788,59,34
E02003946,3714,1607,1080,387,81
E02003947,2753,1237,748,260,61
E02003948,3685,1336,842,893,60
E02003949,3472,991,726,706,66
E02003950,2429,1042,642,287,63
E02003951,2920,1404,662,342,69
E02003952,2853,1014,895,285,57
E02003953,4232,1635,1400,368,69
E02003954,3091,887,865,349,45
E02003955,4032,1336,1387,394,68
E02003956,2884,999,972,369,37
E02003957,4192,1694,1333,375,53
E02003958,3180,1197,1146,300,25
E02003959,2841,962,946,449,45
E02003960,2577,1242,718,164,33
E02003961,3866,1664,1400,307,46
E02003962,2587,1037,882,152,25
E02003963,4195,1423,1053,858,68
E02003964,3407,1752,851,147,64
E02006781,989,313,107,179,96
E02003065,3960,1268,1503,495,35
E02003066,2613,1300,1061,64,16
E02003067,3174,1073,1479,245,32
E02003068,2671,1133,944,308,45
E02003069,2390,1165,819,39,22
E02003070,4942,1969,2147,354,49
E02003071,3521,1194,1170,553,44
E02003072,4127,1887,1406,399,39
E02003073,2651,1233,1113,90,18
E02003074,3448,1180,1590,136,15
E02003075,2288,1061,896,128,24
E02003076,3761,1439,1583,314,46
E02003077,2491,1132,895,124,31
E02003078,2756,1092,1098,194,30
E02003079,3905,1175,1902,194,42
E02003080,3917,1669,1276,421,48
E02003081,4126,1915,1536,206,42
E02003082,4453,1444,1142,179,41
E02003084,4665,1113,1085,504,58
E02003085,3307,402,740,1626,78
E02003086,2810,923,819,214,26
E02003087,4029,1932,1459,212,35
E02003088,3451,1645,1114,232,47
E02003089,2532,1061,751,392,38
E02006845,3352,712,1605,254,28
E02006846,2887,357,1300,226,18
E02003122,2843,1461,935,125,25
E02003123,3508,903,1162,1092,33
E02003124,3333,747,1165,1014,34
E02003125,2648,681,827,855,38
E02003126,2909,811,1093,675,39
E02003127,3060,775,1026,968,36
E02003128,3823,830,1144,1305,55
E02003129,2760,949,833,501,30
E02003130,4392,1135,1511,1168,48
E02003131,3193,855,1202,794,31
E02003132,3398,1122,1294,575,35
E02003133,3012,1110,1204,420,27
E02003134,2735,544,825,1107,43
E02003135,3008,510,907,1099,26
E02003136,3286,1549,1254,162,29
E02003137,3125,1285,1307,163,29
E02003138,3138,948,1375,49,24
E02003139,2544,681,1401,101,7
E02003140,3126,1322,1425,82,20
E02003141,3690,775,1284,321,36
E02003142,3877,871,1410,1006,39
E02003143,3295,1039,1295,480,29
E02003144,3257,515,611,36,21
E02003145,3049,767,983,370,35
E02003146,3522,682,1069,150,45
E02003147,3579,304,524,1963,58
E02003148,4376,491,479,1504,68
E02003149,4158,618,995,660,63
E02003150,6100,755,911,1831,72
E02003151,3213,1718,1023,175,37
E02003152,3971,1658,1550,209,51
E02003153,3379,1352,1211,135,25
E02003194,2440,1251,888,78,39
E02003195,2176,645,1001,289,17
E02003196,4197,2278,1605,78,29
E02003197,2809,844,1162,459,17
E02003198,2898,898,1267,276,20
E02003199,3986,1355,1699,496,26
E02003200,4139,1238,1427,872,54
E02003201,4458,1201,1707,784,58
E02003202,2671,770,906,407,17
E02003203,3173,922,1440,205,26
E02003204,3781,1257,1308,506,39
E02003205,3354,1398,1362,257,29
E02003206,4077,1406,1589,166,41
E02003207,2861,759,866,647,26
E02003208,5025,1323,1168,1047,92
E02003209,2686,814,915,495,30
E02003210,4386,1888,1333,170,49
E02003211,4413,2472,897,92,63
E02003090,2802,1280,1003,182,36
E02003091,2756,1081,1024,398,31
E02003092,2801,1033,1221,253,45
E02003093,2726,1349,910,146,42
E02003094,3319,1202,1458,239,33
E02003095,2723,988,1291,135,20
E02003096,2719,741,1254,251,20
E02003097,2681,1155,992,241,26
E02003098,4145,767,2110,35,33
E02003099,2842,1112,1190,207,23
E02003100,4514,1410,1781,804,54
E02003101,4289,704,2075,312,16
E02003102,2577,1120,1019,236,36
E02003103,2793,782,1471,73,9
E02003104,3196,1015,1402,377,26
E02003105,2554,1158,915,278,22
E02003106,3596,988,1438,266,66
E02003107,4514,1456,1482,611,56
E02003108,3813,1414,1674,351,45
E02003109,2445,1255,979,58,16
E02003110,3998,1007,2053,67,26
E02003111,2689,1113,1069,201,28
E02003112,2635,749,883,710,40
E02003113,4161,1584,1377,444,141
E02003114,3133,1225,1097,420,32
E02003115,3994,1227,1493,480,50
E02003116,3264,970,998,853,54
E02003117,3615,1118,1416,445,53
E02003118,4250,1197,2105,389,21
E02003119,4163,1239,1710,825,58
E02003120,3531,1617,1325,261,34
E02003121,4300,1994,1818,85,30
E02003212,3607,1332,1305,535,49
E02003214,2745,445,538,1591,44
E02003215,3068,1228,1314,219,20
E02003216,3911,1354,1460,699,29
E02003217,2775,626,1034,819,31
E02003218,2596,522,835,1020,51
E02003219,2536,962,1008,233,45
E02003220,4321,1592,1921,310,30
E02003221,2872,636,1063,513,26
E02003222,2525,470,1413,210,14
E02003223,4306,988,1907,215,19
E02003224,3814,1568,1724,173,20
E02003225,2552,652,1282,40,10
E02003226,3345,438,920,610,36
E02003227,2789,326,631,1587,54
E02003228,2698,974,1051,161,27
E02003229,2300,498,1306,174,4
E02003230,3548,594,1158,170,26
E02003231,3445,570,1020,1538,50
E02003232,3522,868,1634,157,16
E02003233,3838,803,1405,1173,48
E02003234,3615,1018,1467,804,28
E02003235,3349,1393,1196,302,26
E02003236,4403,1720,1601,656,55
E02006847,3551,397,2374,128,5
E02006848,2892,242,1578,210,9
E02006849,3437,533,2126,135,17
E02003154,3038,977,1005,692,24
E02003155,2568,880,812,105,40
E02003156,3944,1173,1583,375,30
E02003157,2819,662,879,449,22
E02003158,2529,985,747,177,41
E02003159,2449,632,975,84,11
E02003161,3553,634,687,324,57
E02003163,4109,1684,938,139,40
E02003164,3821,1788,1362,76,46
E02003165,3038,1242,1218,66,18
E02003166,4349,1349,1505,844,30
E02003167,4448,1298,907,361,44
E02003168,3081,1268,1138,200,22
E02003169,3027,1779,850,100,33
E02003170,4500,2056,1179,264,44
E02003171,3236,1348,1059,282,39
E02006840,4501,1748,1631,224,33
E02006634,3533,1329,1060,481,176
E02006635,3415,1205,865,733,116
E02006636,3059,1124,920,536,92
E02006637,4505,1245,1730,868,35
E02006638,3076,1036,719,940,33
E02006639,3391,1316,1104,588,56
E02006640,2941,1034,977,408,96
E02006641,2968,1063,1056,443,68
E02006642,2412,789,785,380,40
E02006643,4512,573,1136,1079,26
E02006644,2782,1076,1087,305,45
E02006645,2992,983,1087,415,39
E02006646,2242,938,869,229,26
E02006647,2337,1052,869,124,44
E02006648,2398,964,757,221,46
E02006649,2979,962,1055,529,28
E02006650,4387,1579,1540,277,51
E02006651,2760,1102,1033,216,74
E02006652,3703,1152,1630,451,29
E02006653,3989,1278,1734,505,38
E02006654,4291,1256,1258,1141,50
E02006655,2703,1040,1025,189,65
E02006656,2867,725,1478,209,13
E02006657,3951,838,1742,787,68
E02006658,3162,1118,1299,363,32
E02006659,2997,1045,1032,307,38
E02006660,5481,1791,1886,939,86
E02006661,2808,504,597,334,31
E02006662,2367,705,888,419,22
E02006663,4264,1056,1589,861,35
E02006664,2683,1113,819,262,69
E02006665,2953,1244,752,425,87
E02006666,2338,837,854,404,30
E02006667,2509,465,679,1110,33
E02006668,2517,961,870,447,25
E02006669,4358,1524,1148,698,118
E02006670,3068,824,1033,330,51
E02006671,2791,841,769,298,49
E02006672,2728,1077,880,319,75
E02006673,2435,943,543,484,63
E02006674,2425,716,736,563,31
E02006675,3229,1444,1197,208,57
E02006676,2658,1127,638,406,90
E02006677,3201,1456,1040,249,73
E02006678,3033,1018,1235,432,23
E02006679,3872,1446,1598,407,44
E02006680,3251,1024,1135,570,37
E02006681,2538,1206,819,244,39
E02006682,4286,1877,1300,590,48
E02006683,3094,980,1412,344,27
E02006684,2778,741,862,462,26
E02006685,3234,1148,1248,296,26
E02006686,2130,738,722,499,14
E02006687,3017,811,1140,598,15
E02006688,2447,770,1043,194,23
E02006689,2584,1198,970,124,19
E02006690,2865,1217,1088,236,36
E02006691,5595,1424,2310,870,58
E02006692,2290,768,543,333,25
E02006693,2462,811,998,327,22
E02006694,2791,1027,829,344,45
E02006695,2762,1080,795,241,113
E02004129,2363,1238,695,102,53
E02004130,2873,1135,700,498,49
E02004131,2421,1050,891,172,17
E02004132,3349,1488,1179,204,64
E02004133,3711,1702,968,493,58
E02004134,2810,1089,948,283,56
E02004135,3604,2020,856,319,65
E02004136,3398,1647,1081,250,37
E02004137,2375,1344,533,188,46
E02004138,3564,1993,767,252,39
E02004139,3032,1536,753,480,39
E02004140,2606,1668,444,115,53
E02004141,2472,1110,739,205,59
E02004142,2224,1078,659,103,40
E02004143,2679,1190,1068,185,27
E02004144,2973,1393,1070,165,26
E02004145,2896,1658,616,230,48
E02004146,3043,967,1098,646,21
E02004147,3328,917,962,147,64
E02004148,3350,1614,738,478,52
E02004149,2681,1238,880,150,25
E02004150,2835,663,858,755,23
E02004151,3284,1310,1123,549,35
E02004152,2986,598,516,244,26
E02004153,3219,737,1261,682,24
E02004154,3183,787,1040,325,27
E02004155,3305,1003,958,1023,69
